Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
4,0,4,4,0,0
4,1,4,4,0,1
4,4,4,4,0,2
4,4,4,4,0,3
4,3,4,4,0,4
4,7,4,4,0,5
4,4,4,4,0,6
4,1,4,4,0,7
4,22,4,3,1,0
4,102,4,3,1,1
4,114,4,3,1,2
4,75,4,3,1,3
4,52,4,3,1,4
4,79,4,3,1,5
4,37,4,3,1,6
4,1,4,3,1,7
4,0,4,3,0,0
4,10,4,3,0,1
4,4,4,3,0,2
4,6,4,3,0,3
4,4,4,3,0,4
4,3,4,3,0,5
4,2,4,3,0,6
4,1,4,3,0,7
4,571,1,1,1,0
4,709,1,1,1,1
4,385,1,1,1,2
4,244,1,1,1,3
4,147,1,1,1,4
4,152,1,1,1,5
4,25,1,1,1,6
4,4,1,1,1,7
4,17,1,1,0,0
4,19,1,1,0,1
4,20,1,1,0,2
4,15,1,1,0,3
4,11,1,1,0,4
4,20,1,1,0,5
4,6,1,1,0,6
4,2,1,1,0,7
4,30,1,2,1,0
4,23,1,2,1,1
4,11,1,2,1,2
4,4,1,2,1,3
4,6,1,2,1,4
4,4,1,2,1,5
4,2,1,2,1,6
4,1,1,2,1,7
4,0,1,2,0,0
4,2,1,2,0,1
4,0,1,2,0,2
4,0,1,2,0,3
4,1,1,2,0,4
4,0,1,2,0,5
4,0,1,2,0,6
4,0,1,2,0,7
4,172,1,0,1,0
4,209,1,0,1,1
4,76,1,0,1,2
4,62,1,0,1,3
4,41,1,0,1,4
4,36,1,0,1,5
4,20,1,0,1,6
4,2,1,0,1,7
4,1,1,0,0,0
4,3,1,0,0,1
4,5,1,0,0,2
4,4,1,0,0,3
4,0,1,0,0,4
4,6,1,0,0,5
4,3,1,0,0,6
4,1,1,0,0,7
4,0,1,4,1,0
4,8,1,4,1,1
4,8,1,4,1,2
4,8,1,4,1,3
4,8,1,4,1,4
4,15,1,4,1,5
4,4,1,4,1,6
4,0,1,4,1,7
4,0,1,4,0,0
4,0,1,4,0,1
4,1,1,4,0,2
4,0,1,4,0,3
4,0,1,4,0,4
4,1,1,4,0,5
4,0,1,4,0,6
4,0,1,4,0,7
4,13,1,3,1,0
4,64,1,3,1,1
4,60,1,3,1,2
4,31,1,3,1,3
4,40,1,3,1,4
4,34,1,3,1,5
4,9,1,3,1,6
4,1,1,3,1,7
4,0,1,3,0,0
4,2,1,3,0,1
4,2,1,3,0,2
4,1,1,3,0,3
4,1,1,3,0,4
4,3,1,3,0,5
4,0,1,3,0,6
4,0,1,3,0,7
5,2599,5,1,1,0
5,2614,5,1,1,1
5,2132,5,1,1,2
5,1808,5,1,1,3
5,1946,5,1,1,4
5,4208,5,1,1,5
5,3370,5,1,1,6
5,2602,5,1,1,7
5,950,5,1,0,0
5,760,5,1,0,1
5,612,5,1,0,2
5,513,5,1,0,3
5,557,5,1,0,4
5,1270,5,1,0,5
5,1122,5,1,0,6
5,1016,5,1,0,7
5,2044,5,2,1,0
5,1798,5,2,1,1
5,453,5,2,1,2
5,414,5,2,1,3
5,447,5,2,1,4
5,988,5,2,1,5
5,630,5,2,1,6
5,280,5,2,1,7
5,597,5,2,0,0
5,519,5,2,0,1
5,146,5,2,0,2
5,151,5,2,0,3
5,193,5,2,0,4
5,442,5,2,0,5
5,209,5,2,0,6
5,90,5,2,0,7
5,1809,5,0,1,0
5,4612,5,0,1,1
5,3091,5,0,1,2
5,2813,5,0,1,3
5,3251,5,0,1,4
5,7298,5,0,1,5
5,5155,5,0,1,6
5,3997,5,0,1,7
5,338,5,0,0,0
5,923,5,0,0,1
5,802,5,0,0,2
5,849,5,0,0,3
5,1184,5,0,0,4
5,2886,5,0,0,5
5,1717,5,0,0,6
5,1261,5,0,0,7
5,27,5,4,1,0
5,1339,5,4,1,1
5,1439,5,4,1,2
5,1495,5,4,1,3
5,1953,5,4,1,4
5,4378,5,4,1,5
5,3016,5,4,1,6
5,2621,5,4,1,7
5,18,5,4,0,0
5,610,5,4,0,1
5,743,5,4,0,2
5,1096,5,4,0,3
5,1480,5,4,0,4
5,3042,5,4,0,5
5,1926,5,4,0,6
5,1092,5,4,0,7
5,47,5,3,1,0
5,326,5,3,1,1
5,622,5,3,1,2
5,551,5,3,1,3
5,458,5,3,1,4
5,849,5,3,1,5
5,612,5,3,1,6
5,287,5,3,1,7
5,12,5,3,0,0
5,71,5,3,0,1
5,141,5,3,0,2
5,105,5,3,0,3
5,97,5,3,0,4
5,159,5,3,0,5
5,121,5,3,0,6
5,84,5,3,0,7
5,1205,0,1,1,0
5,1270,0,1,1,1
5,936,0,1,1,2
5,757,0,1,1,3
5,696,0,1,1,4
5,1340,0,1,1,5
5,701,0,1,1,6
5,349,0,1,1,7
5,182,0,1,0,0
5,209,0,1,0,1
5,149,0,1,0,2
5,113,0,1,0,3
5,113,0,1,0,4
5,261,0,1,0,5
5,147,0,1,0,6
5,78,0,1,0,7
5,558,0,2,1,0
5,422,0,2,1,1
5,132,0,2,1,2
5,104,0,2,1,3
5,137,0,2,1,4
5,263,0,2,1,5
5,137,0,2,1,6
5,43,0,2,1,7
5,44,0,2,0,0
5,53,0,2,0,1
5,27,0,2,0,2
5,21,0,2,0,3
5,28,0,2,0,4
5,73,0,2,0,5
5,22,0,2,0,6
5,6,0,2,0,7
5,837,0,0,1,0
5,1588,0,0,1,1
5,880,0,0,1,2
5,774,0,0,1,3
5,780,0,0,1,4
5,1655,0,0,1,5
5,931,0,0,1,6
5,427,0,0,1,7
5,66,0,0,0,0
5,164,0,0,0,1
5,100,0,0,0,2
5,141,0,0,0,3
5,146,0,0,0,4
5,331,0,0,0,5
5,179,0,0,0,6
5,79,0,0,0,7
5,9,0,4,1,0
5,256,0,4,1,1
5,292,0,4,1,2
5,245,0,4,1,3
5,311,0,4,1,4
5,862,0,4,1,5
5,514,0,4,1,6
5,285,0,4,1,7
5,2,0,4,0,0
5,50,0,4,0,1
5,62,0,4,0,2
5,92,0,4,0,3
5,150,0,4,0,4
5,384,0,4,0,5
5,170,0,4,0,6
5,82,0,4,0,7
5,14,0,3,1,0
5,110,0,3,1,1
5,172,0,3,1,2
5,134,0,3,1,3
5,121,0,3,1,4
5,208,0,3,1,5
5,144,0,3,1,6
5,40,0,3,1,7
5,2,0,3,0,0
5,13,0,3,0,1
5,16,0,3,0,2
5,20,0,3,0,3
5,13,0,3,0,4
5,28,0,3,0,5
5,21,0,3,0,6
5,1,0,3,0,7
5,700,2,1,1,0
5,775,2,1,1,1
5,560,2,1,1,2
5,383,2,1,1,3
5,363,2,1,1,4
5,589,2,1,1,5
5,213,2,1,1,6
5,88,2,1,1,7
5,74,2,1,0,0
5,73,2,1,0,1
5,67,2,1,0,2
5,53,2,1,0,3
5,53,2,1,0,4
5,84,2,1,0,5
5,52,2,1,0,6
5,21,2,1,0,7
5,182,2,2,1,0
5,133,2,2,1,1
5,33,2,2,1,2
5,36,2,2,1,3
5,51,2,2,1,4
5,80,2,2,1,5
5,40,2,2,1,6
5,11,2,2,1,7
5,12,2,2,0,0
5,14,2,2,0,1
5,12,2,2,0,2
5,4,2,2,0,3
5,8,2,2,0,4
5,8,2,2,0,5
5,3,2,2,0,6
5,2,2,2,0,7
5,389,2,0,1,0
5,686,2,0,1,1
5,319,2,0,1,2
5,282,2,0,1,3
5,243,2,0,1,4
5,503,2,0,1,5
5,241,2,0,1,6
5,93,2,0,1,7
5,26,2,0,0,0
5,61,2,0,0,1
5,31,2,0,0,2
5,26,2,0,0,3
5,23,2,0,0,4
5,63,2,0,0,5
5,23,2,0,0,6
5,14,2,0,0,7
5,5,2,4,1,0
5,74,2,4,1,1
5,64,2,4,1,2
5,67,2,4,1,3
5,72,2,4,1,4
5,189,2,4,1,5
5,109,2,4,1,6
5,60,2,4,1,7
5,0,2,4,0,0
5,17,2,4,0,1
5,14,2,4,0,2
5,18,2,4,0,3
5,20,2,4,0,4
5,53,2,4,0,5
5,26,2,4,0,6
5,12,2,4,0,7
5,8,2,3,1,0
5,44,2,3,1,1
5,76,2,3,1,2
5,68,2,3,1,3
5,53,2,3,1,4
5,88,2,3,1,5
5,55,2,3,1,6
5,12,2,3,1,7
5,1,2,3,0,0
5,4,2,3,0,1
5,9,2,3,0,2
5,8,2,3,0,3
5,2,2,3,0,4
5,10,2,3,0,5
5,6,2,3,0,6
5,3,2,3,0,7
5,379,3,1,1,0
5,479,3,1,1,1
5,319,3,1,1,2
5,233,3,1,1,3
5,216,3,1,1,4
5,271,3,1,1,5
5,120,3,1,1,6
5,35,3,1,1,7
5,32,3,1,0,0
5,43,3,1,0,1
5,22,3,1,0,2
5,26,3,1,0,3
5,24,3,1,0,4
5,44,3,1,0,5
5,17,3,1,0,6
5,7,3,1,0,7
5,70,3,2,1,0
5,48,3,2,1,1
5,30,3,2,1,2
5,16,3,2,1,3
5,13,3,2,1,4
5,30,3,2,1,5
5,9,3,2,1,6
5,4,3,2,1,7
5,4,3,2,0,0
5,6,3,2,0,1
5,2,3,2,0,2
5,3,3,2,0,3
5,1,3,2,0,4
5,10,3,2,0,5
5,0,3,2,0,6
5,3,3,2,0,7
5,246,3,0,1,0
5,364,3,0,1,1
5,158,3,0,1,2
5,125,3,0,1,3
5,105,3,0,1,4
5,191,3,0,1,5
5,84,3,0,1,6
5,39,3,0,1,7
5,13,3,0,0,0
5,21,3,0,0,1
5,10,3,0,0,2
5,6,3,0,0,3
5,11,3,0,0,4
5,17,3,0,0,5
5,8,3,0,0,6
5,4,3,0,0,7
5,1,3,4,1,0
5,38,3,4,1,1
5,31,3,4,1,2
5,21,3,4,1,3
5,27,3,4,1,4
5,46,3,4,1,5
5,27,3,4,1,6
5,16,3,4,1,7
5,0,3,4,0,0
5,4,3,4,0,1
5,2,3,4,0,2
5,9,3,4,0,3
5,2,3,4,0,4
5,8,3,4,0,5
5,6,3,4,0,6
5,5,3,4,0,7
5,2,3,3,1,0
5,31,3,3,1,1
5,40,3,3,1,2
5,44,3,3,1,3
5,34,3,3,1,4
5,39,3,3,1,5
5,29,3,3,1,6
5,2,3,3,1,7
5,0,3,3,0,0
5,4,3,3,0,1
5,2,3,3,0,2
5,2,3,3,0,3
5,2,3,3,0,4
5,7,3,3,0,5
5,3,3,3,0,6
5,0,3,3,0,7
5,922,4,1,1,0
5,1155,4,1,1,1
5,714,4,1,1,2
5,480,4,1,1,3
5,332,4,1,1,4
5,385,4,1,1,5
5,138,4,1,1,6
5,28,4,1,1,7
5,63,4,1,0,0
5,63,4,1,0,1
5,47,4,1,0,2
5,38,4,1,0,3
5,39,4,1,0,4
5,67,4,1,0,5
5,20,4,1,0,6
5,8,4,1,0,7
5,104,4,2,1,0
5,93,4,2,1,1
5,25,4,2,1,2
5,24,4,2,1,3
5,18,4,2,1,4
5,29,4,2,1,5
5,13,4,2,1,6
5,3,4,2,1,7
5,10,4,2,0,0
5,3,4,2,0,1
5,5,4,2,0,2
5,2,4,2,0,3
5,4,4,2,0,4
5,10,4,2,0,5
5,1,4,2,0,6
5,2,4,2,0,7
5,425,4,0,1,0
5,600,4,0,1,1
5,255,4,0,1,2
5,184,4,0,1,3
5,152,4,0,1,4
5,209,4,0,1,5
5,66,4,0,1,6
5,21,4,0,1,7
5,19,4,0,0,0
5,17,4,0,0,1
5,18,4,0,0,2
5,11,4,0,0,3
5,11,4,0,0,4
5,19,4,0,0,5
5,7,4,0,0,6
5,7,4,0,0,7
5,1,4,4,1,0
5,40,4,4,1,1
5,34,4,4,1,2
5,25,4,4,1,3
5,18,4,4,1,4
5,42,4,4,1,5
5,28,4,4,1,6
5,7,4,4,1,7
5,0,4,4,0,0
5,4,4,4,0,1
5,4,4,4,0,2
5,5,4,4,0,3
5,6,4,4,0,4
5,8,4,4,0,5
5,6,4,4,0,6
5,1,4,4,0,7
5,12,4,3,1,0
5,72,4,3,1,1
5,95,4,3,1,2
5,60,4,3,1,3
5,46,4,3,1,4
5,82,4,3,1,5
5,32,4,3,1,6
5,5,4,3,1,7
5,1,4,3,0,0
5,8,4,3,0,1
5,4,4,3,0,2
5,3,4,3,0,3
5,2,4,3,0,4
5,7,4,3,0,5
5,2,4,3,0,6
5,4,4,3,0,7
5,547,1,1,1,0
5,649,1,1,1,1
5,323,1,1,1,2
5,212,1,1,1,3
5,155,1,1,1,4
5,138,1,1,1,5
5,28,1,1,1,6
5,2,1,1,1,7
5,17,1,1,0,0
5,28,1,1,0,1
5,17,1,1,0,2
5,21,1,1,0,3
5,12,1,1,0,4
5,17,1,1,0,5
5,5,1,1,0,6
5,1,1,1,0,7
5,29,1,2,1,0
5,17,1,2,1,1
5,9,1,2,1,2
5,4,1,2,1,3
5,6,1,2,1,4
5,8,1,2,1,5
5,1,1,2,1,6
5,0,1,2,1,7
5,1,1,2,0,0
5,0,1,2,0,1
5,0,1,2,0,2
5,0,1,2,0,3
5,2,1,2,0,4
5,0,1,2,0,5
5,0,1,2,0,6
5,0,1,2,0,7
5,146,1,0,1,0
5,197,1,0,1,1
5,83,1,0,1,2
5,63,1,0,1,3
5,33,1,0,1,4
5,48,1,0,1,5
5,16,1,0,1,6
5,2,1,0,1,7
5,5,1,0,0,0
5,2,1,0,0,1
5,4,1,0,0,2
5,4,1,0,0,3
5,1,1,0,0,4
5,3,1,0,0,5
5,6,1,0,0,6
5,0,1,0,0,7
5,0,1,4,1,0
5,8,1,4,1,1
5,10,1,4,1,2
5,6,1,4,1,3
5,6,1,4,1,4
5,14,1,4,1,5
5,5,1,4,1,6
5,1,1,4,1,7
5,0,1,4,0,0
5,0,1,4,0,1
5,1,1,4,0,2
5,0,1,4,0,3
5,0,1,4,0,4
5,3,1,4,0,5
5,2,1,4,0,6
5,0,1,4,0,7
5,14,1,3,1,0
5,54,1,3,1,1
5,49,1,3,1,2
5,33,1,3,1,3
5,28,1,3,1,4
5,25,1,3,1,5
5,6,1,3,1,6
5,1,1,3,1,7
5,0,1,3,0,0
5,1,1,3,0,1
5,2,1,3,0,2
5,3,1,3,0,3
5,0,1,3,0,4
5,2,1,3,0,5
5,1,1,3,0,6
5,0,1,3,0,7
6,2657,5,1,1,0
6,2609,5,1,1,1
6,2477,5,1,1,2
6,1969,5,1,1,3
6,2024,5,1,1,4
6,4490,5,1,1,5
6,3412,5,1,1,6
6,2600,5,1,1,7
6,996,5,1,0,0
6,803,5,1,0,1
6,656,5,1,0,2
6,573,5,1,0,3
6,564,5,1,0,4
6,1387,5,1,0,5
6,1196,5,1,0,6
6,1088,5,1,0,7
6,2063,5,2,1,0
6,1891,5,2,1,1
6,535,5,2,1,2
6,404,5,2,1,3
6,476,5,2,1,4
6,1029,5,2,1,5
6,682,5,2,1,6
6,309,5,2,1,7
6,627,5,2,0,0
6,510,5,2,0,1
6,133,5,2,0,2
6,132,5,2,0,3
6,176,5,2,0,4
6,498,5,2,0,5
6,235,5,2,0,6
6,88,5,2,0,7
6,1821,5,0,1,0
6,4398,5,0,1,1
6,3211,5,0,1,2
6,2872,5,0,1,3
6,3237,5,0,1,4
6,7615,5,0,1,5
6,5548,5,0,1,6
6,3905,5,0,1,7
6,331,5,0,0,0
6,934,5,0,0,1
6,776,5,0,0,2
6,931,5,0,0,3
6,1131,5,0,0,4
6,2783,5,0,0,5
6,1774,5,0,0,6
6,1130,5,0,0,7
6,28,5,4,1,0
6,1386,5,4,1,1
6,1625,5,4,1,2
6,1532,5,4,1,3
6,1904,5,4,1,4
6,4614,5,4,1,5
6,3181,5,4,1,6
6,2343,5,4,1,7
6,20,5,4,0,0
6,566,5,4,0,1
6,790,5,4,0,2
6,950,5,4,0,3
6,1383,5,4,0,4
6,3199,5,4,0,5
6,2015,5,4,0,6
6,1206,5,4,0,7
6,36,5,3,1,0
6,346,5,3,1,1
6,628,5,3,1,2
6,635,5,3,1,3
6,524,5,3,1,4
6,885,5,3,1,5
6,690,5,3,1,6
6,324,5,3,1,7
6,20,5,3,0,0
6,101,5,3,0,1
6,139,5,3,0,2
6,136,5,3,0,3
6,87,5,3,0,4
6,179,5,3,0,5
6,129,5,3,0,6
6,68,5,3,0,7
6,1117,0,1,1,0
6,1231,0,1,1,1
6,980,0,1,1,2
6,793,0,1,1,3
6,749,0,1,1,4
6,1407,0,1,1,5
6,768,0,1,1,6
6,351,0,1,1,7
6,202,0,1,0,0
6,195,0,1,0,1
6,160,0,1,0,2
6,121,0,1,0,3
6,141,0,1,0,4
6,265,0,1,0,5
6,164,0,1,0,6
6,93,0,1,0,7
6,563,0,2,1,0
6,428,0,2,1,1
6,135,0,2,1,2
6,127,0,2,1,3
6,129,0,2,1,4
6,267,0,2,1,5
6,167,0,2,1,6
6,53,0,2,1,7
6,64,0,2,0,0
6,60,0,2,0,1
6,28,0,2,0,2
6,21,0,2,0,3
6,33,0,2,0,4
6,59,0,2,0,5
6,28,0,2,0,6
6,5,0,2,0,7
6,772,0,0,1,0
6,1542,0,0,1,1
6,900,0,0,1,2
6,727,0,0,1,3
6,833,0,0,1,4
6,1732,0,0,1,5
6,1078,0,0,1,6
6,464,0,0,1,7
6,53,0,0,0,0
6,171,0,0,0,1
6,119,0,0,0,2
6,110,0,0,0,3
6,152,0,0,0,4
6,351,0,0,0,5
6,215,0,0,0,6
6,82,0,0,0,7
6,10,0,4,1,0
6,271,0,4,1,1
6,286,0,4,1,2
6,264,0,4,1,3
6,319,0,4,1,4
6,929,0,4,1,5
6,623,0,4,1,6
6,288,0,4,1,7
6,2,0,4,0,0
6,55,0,4,0,1
6,70,0,4,0,2
6,88,0,4,0,3
6,149,0,4,0,4
6,380,0,4,0,5
6,213,0,4,0,6
6,113,0,4,0,7
6,10,0,3,1,0
6,85,0,3,1,1
6,178,0,3,1,2
6,163,0,3,1,3
6,113,0,3,1,4
6,201,0,3,1,5
6,153,0,3,1,6
6,41,0,3,1,7
6,1,0,3,0,0
6,13,0,3,0,1
6,15,0,3,0,2
6,13,0,3,0,3
6,20,0,3,0,4
6,31,0,3,0,5
6,17,0,3,0,6
6,15,0,3,0,7
6,641,2,1,1,0
6,708,2,1,1,1
6,474,2,1,1,2
6,377,2,1,1,3
6,319,2,1,1,4
6,532,2,1,1,5
6,269,2,1,1,6
6,102,2,1,1,7
6,73,2,1,0,0
6,76,2,1,0,1
6,64,2,1,0,2
6,41,2,1,0,3
6,46,2,1,0,4
6,84,2,1,0,5
6,53,2,1,0,6
6,22,2,1,0,7
6,178,2,2,1,0
6,138,2,2,1,1
6,48,2,2,1,2
6,39,2,2,1,3
6,38,2,2,1,4
6,72,2,2,1,5
6,44,2,2,1,6
6,4,2,2,1,7
6,17,2,2,0,0
6,14,2,2,0,1
6,9,2,2,0,2
6,5,2,2,0,3
6,7,2,2,0,4
6,7,2,2,0,5
6,4,2,2,0,6
6,3,2,2,0,7
6,368,2,0,1,0
6,642,2,0,1,1
6,367,2,0,1,2
6,268,2,0,1,3
6,257,2,0,1,4
6,514,2,0,1,5
6,280,2,0,1,6
6,114,2,0,1,7
6,16,2,0,0,0
6,45,2,0,0,1
6,24,2,0,0,2
6,29,2,0,0,3
6,28,2,0,0,4
6,76,2,0,0,5
6,36,2,0,0,6
6,17,2,0,0,7
6,1,2,4,1,0
6,96,2,4,1,1
6,73,2,4,1,2
6,69,2,4,1,3
6,79,2,4,1,4
6,161,2,4,1,5
6,134,2,4,1,6
6,57,2,4,1,7
6,0,2,4,0,0
6,10,2,4,0,1
6,10,2,4,0,2
6,19,2,4,0,3
6,17,2,4,0,4
6,48,2,4,0,5
6,36,2,4,0,6
6,10,2,4,0,7
6,9,2,3,1,0
6,38,2,3,1,1
6,78,2,3,1,2
6,68,2,3,1,3
6,41,2,3,1,4
6,72,2,3,1,5
6,66,2,3,1,6
6,9,2,3,1,7
6,0,2,3,0,0
6,6,2,3,0,1
6,7,2,3,0,2
6,9,2,3,0,3
6,2,2,3,0,4
6,8,2,3,0,5
6,10,2,3,0,6
6,0,2,3,0,7
6,371,3,1,1,0
6,488,3,1,1,1
6,311,3,1,1,2
6,214,3,1,1,3
6,194,3,1,1,4
6,266,3,1,1,5
6,85,3,1,1,6
6,39,3,1,1,7
6,39,3,1,0,0
6,31,3,1,0,1
6,30,3,1,0,2
6,20,3,1,0,3
6,18,3,1,0,4
6,35,3,1,0,5
6,18,3,1,0,6
6,9,3,1,0,7
6,81,3,2,1,0
6,59,3,2,1,1
6,22,3,2,1,2
6,18,3,2,1,3
6,20,3,2,1,4
6,24,3,2,1,5
6,16,3,2,1,6
6,3,3,2,1,7
6,4,3,2,0,0
6,6,3,2,0,1
6,2,3,2,0,2
6,5,3,2,0,3
6,2,3,2,0,4
6,6,3,2,0,5
6,0,3,2,0,6
6,1,3,2,0,7
6,190,3,0,1,0
6,323,3,0,1,1
6,160,3,0,1,2
6,107,3,0,1,3
6,104,3,0,1,4
6,199,3,0,1,5
6,93,3,0,1,6
6,38,3,0,1,7
6,9,3,0,0,0
6,16,3,0,0,1
6,6,3,0,0,2
6,6,3,0,0,3
6,11,3,0,0,4
6,24,3,0,0,5
6,14,3,0,0,6
6,6,3,0,0,7
6,1,3,4,1,0
6,32,3,4,1,1
6,30,3,4,1,2
6,32,3,4,1,3
6,24,3,4,1,4
6,64,3,4,1,5
6,43,3,4,1,6
6,14,3,4,1,7
6,0,3,4,0,0
6,4,3,4,0,1
6,3,3,4,0,2
6,2,3,4,0,3
6,9,3,4,0,4
6,11,3,4,0,5
6,6,3,4,0,6
6,5,3,4,0,7
6,8,3,3,1,0
6,27,3,3,1,1
6,46,3,3,1,2
6,33,3,3,1,3
6,26,3,3,1,4
6,39,3,3,1,5
6,36,3,3,1,6
6,1,3,3,1,7
6,1,3,3,0,0
6,4,3,3,0,1
6,4,3,3,0,2
6,4,3,3,0,3
6,1,3,3,0,4
6,3,3,3,0,5
6,3,3,3,0,6
6,3,3,3,0,7
6,875,4,1,1,0
6,1011,4,1,1,1
6,668,4,1,1,2
6,424,4,1,1,3
6,337,4,1,1,4
6,357,4,1,1,5
6,128,4,1,1,6
6,32,4,1,1,7
6,77,4,1,0,0
6,92,4,1,0,1
6,55,4,1,0,2
6,21,4,1,0,3
6,39,4,1,0,4
6,56,4,1,0,5
6,21,4,1,0,6
6,5,4,1,0,7
6,100,4,2,1,0
6,75,4,2,1,1
6,37,4,2,1,2
6,16,4,2,1,3
6,13,4,2,1,4
6,29,4,2,1,5
6,17,4,2,1,6
6,2,4,2,1,7
6,4,4,2,0,0
6,6,4,2,0,1
6,5,4,2,0,2
6,3,4,2,0,3
6,1,4,2,0,4
6,11,4,2,0,5
6,2,4,2,0,6
6,1,4,2,0,7
6,369,4,0,1,0
6,489,4,0,1,1
6,244,4,0,1,2
6,158,4,0,1,3
6,152,4,0,1,4
6,232,4,0,1,5
6,77,4,0,1,6
6,29,4,0,1,7
6,9,4,0,0,0
6,30,4,0,0,1
6,15,4,0,0,2
6,17,4,0,0,3
6,13,4,0,0,4
6,21,4,0,0,5
6,11,4,0,0,6
6,3,4,0,0,7
6,2,4,4,1,0
6,48,4,4,1,1
6,39,4,4,1,2
6,26,4,4,1,3
6,17,4,4,1,4
6,48,4,4,1,5
6,20,4,4,1,6
6,8,4,4,1,7
6,0,4,4,0,0
6,1,4,4,0,1
6,3,4,4,0,2
6,6,4,4,0,3
6,5,4,4,0,4
6,7,4,4,0,5
6,6,4,4,0,6
6,1,4,4,0,7
6,17,4,3,1,0
6,63,4,3,1,1
6,85,4,3,1,2
6,54,4,3,1,3
6,37,4,3,1,4
6,68,4,3,1,5
6,29,4,3,1,6
6,3,4,3,1,7
6,0,4,3,0,0
6,2,4,3,0,1
6,7,4,3,0,2
6,2,4,3,0,3
6,2,4,3,0,4
6,8,4,3,0,5
6,3,4,3,0,6
6,1,4,3,0,7
6,540,1,1,1,0
6,542,1,1,1,1
6,310,1,1,1,2
6,197,1,1,1,3
6,133,1,1,1,4
6,139,1,1,1,5
6,27,1,1,1,6
6,4,1,1,1,7
6,24,1,1,0,0
6,20,1,1,0,1
6,18,1,1,0,2
6,20,1,1,0,3
6,12,1,1,0,4
6,17,1,1,0,5
6,1,1,1,0,6
6,2,1,1,0,7
6,24,1,2,1,0
6,20,1,2,1,1
6,7,1,2,1,2
6,10,1,2,1,3
6,7,1,2,1,4
6,7,1,2,1,5
6,0,1,2,1,6
6,0,1,2,1,7
6,0,1,2,0,0
6,4,1,2,0,1
6,1,1,2,0,2
6,0,1,2,0,3
6,2,1,2,0,4
6,0,1,2,0,5
6,0,1,2,0,6
6,0,1,2,0,7
6,123,1,0,1,0
6,162,1,0,1,1
6,62,1,0,1,2
6,52,1,0,1,3
6,41,1,0,1,4
6,54,1,0,1,5
6,13,1,0,1,6
6,4,1,0,1,7
6,2,1,0,0,0
6,5,1,0,0,1
6,2,1,0,0,2
6,3,1,0,0,3
6,4,1,0,0,4
6,6,1,0,0,5
6,1,1,0,0,6
6,0,1,0,0,7
6,0,1,4,1,0
6,6,1,4,1,1
6,7,1,4,1,2
6,6,1,4,1,3
6,5,1,4,1,4
6,5,1,4,1,5
6,6,1,4,1,6
6,1,1,4,1,7
6,0,1,4,0,0
6,0,1,4,0,1
6,1,1,4,0,2
6,1,1,4,0,3
6,0,1,4,0,4
6,1,1,4,0,5
6,1,1,4,0,6
6,0,1,4,0,7
6,6,1,3,1,0
6,37,1,3,1,1
6,46,1,3,1,2
6,33,1,3,1,3
6,19,1,3,1,4
6,27,1,3,1,5
6,8,1,3,1,6
6,0,1,3,1,7
6,0,1,3,0,0
6,1,1,3,0,1
6,1,1,3,0,2
6,2,1,3,0,3
6,2,1,3,0,4
6,4,1,3,0,5
6,0,1,3,0,6
6,0,1,3,0,7
7,2162,5,1,1,0
7,2530,5,1,1,1
7,2285,5,1,1,2
7,1992,5,1,1,3
7,1934,5,1,1,4
7,4318,5,1,1,5
7,3414,5,1,1,6
7,2569,5,1,1,7
7,856,5,1,0,0
7,759,5,1,0,1
7,575,5,1,0,2
7,540,5,1,0,3
7,565,5,1,0,4
7,1271,5,1,0,5
7,1150,5,1,0,6
7,1018,5,1,0,7
7,1801,5,2,1,0
7,1767,5,2,1,1
7,585,5,2,1,2
7,408,5,2,1,3
7,449,5,2,1,4
7,1076,5,2,1,5
7,761,5,2,1,6
7,316,5,2,1,7
7,599,5,2,0,0
7,603,5,2,0,1
7,138,5,2,0,2
7,145,5,2,0,3
7,168,5,2,0,4
7,494,5,2,0,5
7,253,5,2,0,6
7,86,5,2,0,7
7,1484,5,0,1,0
7,4054,5,0,1,1
7,3249,5,0,1,2
7,2734,5,0,1,3
7,3113,5,0,1,4
7,7427,5,0,1,5
7,5777,5,0,1,6
7,4008,5,0,1,7
7,252,5,0,0,0
7,924,5,0,0,1
7,860,5,0,0,2
7,852,5,0,0,3
7,1040,5,0,0,4
7,2721,5,0,0,5
7,1795,5,0,0,6
7,1071,5,0,0,7
7,24,5,4,1,0
7,1246,5,4,1,1
7,1632,5,4,1,2
7,1607,5,4,1,3
7,1966,5,4,1,4
7,4853,5,4,1,5
7,3362,5,4,1,6
7,2613,5,4,1,7
7,10,5,4,0,0
7,656,5,4,0,1
7,904,5,4,0,2
7,960,5,4,0,3
7,1418,5,4,0,4
7,3339,5,4,0,5
7,2120,5,4,0,6
7,1259,5,4,0,7
7,42,5,3,1,0
7,303,5,3,1,1
7,662,5,3,1,2
7,616,5,3,1,3
7,550,5,3,1,4
7,973,5,3,1,5
7,705,5,3,1,6
7,319,5,3,1,7
7,12,5,3,0,0
7,84,5,3,0,1
7,144,5,3,0,2
7,134,5,3,0,3
7,100,5,3,0,4
7,218,5,3,0,5
7,130,5,3,0,6
7,90,5,3,0,7
7,915,0,1,1,0
7,1094,0,1,1,1
7,1015,0,1,1,2
7,768,0,1,1,3
7,665,0,1,1,4
7,1211,0,1,1,5
7,810,0,1,1,6
7,341,0,1,1,7
7,152,0,1,0,0
