Ingen tilbagefald;I alt;Mænd;15-19 år;6730;7472;6538;6876;6968;6526;6605;5513;6106;6287;6384;7167;6479
Ingen tilbagefald;I alt;Mænd;20-24 år;8498;8930;8498;9263;10153;10689;10630;9900;9325;9159;9244;10110;9888
Ingen tilbagefald;I alt;Mænd;25-29 år;7255;7339;6878;7398;7875;7737;8476;8413;8105;7763;8128;8779;10111
Ingen tilbagefald;I alt;Mænd;30-34 år;7699;7774;7506;7469;7466;7081;7412;7357;7068;6587;6736;7549;9048
Ingen tilbagefald;I alt;Mænd;35-39 år;8104;8212;8375;8632;8437;8055;8165;8012;7304;6638;6239;6963;7825
Ingen tilbagefald;I alt;Mænd;40-49 år;15928;16526;17224;18405;18386;17721;18633;18647;17675;15325;14157;14789;17171
Ingen tilbagefald;I alt;Mænd;50-59 år;9498;9945;11040;12004;12347;12783;13513;14019;14606;13602;12637;13856;15989
Ingen tilbagefald;I alt;Mænd;60 år og derover;6812;7447;8255;9178;8797;9787;9481;9825;10012;9409;9378;10706;12008
Ingen tilbagefald;I alt;Kvinder;I alt;24538;25973;27683;28623;28091;29904;30440;30313;29728;27383;25729;28192;33130
Ingen tilbagefald;I alt;Kvinder;15-19 år;1959;2157;2147;2078;1985;1915;1994;1729;1557;1378;1413;1673;1931
Ingen tilbagefald;I alt;Kvinder;20-24 år;2343;2512;2515;2718;2697;2883;2914;3026;2882;2691;2658;2866;3426
Ingen tilbagefald;I alt;Kvinder;25-29 år;2241;2412;2266;2297;2295;2444;2494;2621;2651;2530;2638;2839;3668
Ingen tilbagefald;I alt;Kvinder;30-34 år;2867;2836;2933;2886;2688;2714;2722;2631;2567;2408;2383;2602;3429
Ingen tilbagefald;I alt;Kvinder;35-39 år;3181;3381;3678;3592;3473;3511;3341;3291;3083;2708;2450;2555;3046
Ingen tilbagefald;I alt;Kvinder;40-49 år;6232;6618;7148;7559;7403;7799;8046;8043;7546;6585;5790;6350;7298
Ingen tilbagefald;I alt;Kvinder;50-59 år;3345;3561;4029;4402;4470;5095;5349;5448;5650;5393;4849;5286;5946
Ingen tilbagefald;I alt;Kvinder;60 år og derover;2370;2496;2967;3091;3080;3543;3580;3524;3792;3690;3548;4021;4386
Ingen tilbagefald;Grundskole;I alt;I alt;28498;29450;29034;29831;29381;28079;29501;27938;27264;24993;25608;27927;31184
Ingen tilbagefald;Grundskole;I alt;15-19 år;4657;4987;4348;4256;4064;3549;3653;3018;3296;3078;3286;4075;4336
