"106";"40";"M";"5059";2191;2277;2511;2791;2750;3016;3181;3362;3551;3351;3021;3308;3730
"106";"40";"M";"6099";1506;1744;1931;2216;2188;2621;2343;2613;2597;2553;2465;2754;3039
"106";"40";"K";"1519";4;10;11;13;12;18;20;10;7;7;9;8;6
"106";"40";"K";"2024";389;418;439;453;477;610;566;656;627;550;539;479;628
"106";"40";"K";"2529";663;736;665;688;671;743;790;904;898;932;873;911;1244
"106";"40";"K";"3034";951;967;1044;1067;973;1096;950;960;1003;928;842;964;1342
"106";"40";"K";"3539";1171;1220;1446;1338;1352;1480;1383;1418;1296;1172;970;1016;1171
"106";"40";"K";"4049";2120;2304;2495;2730;2771;3042;3199;3339;3143;2799;2356;2662;3019
"106";"40";"K";"5059";1176;1370;1541;1704;1601;1926;2015;2120;2129;2087;1794;1975;2197
"106";"40";"K";"6099";621;709;823;964;952;1092;1206;1259;1369;1299;1220;1403;1575
"106";"00";"M";"1519";96;105;59;76;62;47;36;42;53;54;68;56;39
"106";"00";"M";"2024";359;452;396;435;413;326;346;303;294;332;350;437;437
"106";"00";"M";"2529";440;562;637;674;763;622;628;662;627;631;738;898;1002
"106";"00";"M";"3034";393;467;510;613;681;551;635;616;676;694;819;939;1146
"106";"00";"M";"3539";365;393;443;456;521;458;524;550;554;548;624;802;911
"106";"00";"M";"4049";715;755;837;902;948;849;885;973;972;882;948;1092;1365
"106";"00";"M";"5059";368;458;492;497;608;612;690;705;737;677;673;746;922
"106";"00";"M";"6099";259;263;319;291;300;287;324;319;297;319;366;407;499
"106";"00";"K";"1519";35;32;21;16;23;12;20;12;14;22;19;13;7
"106";"00";"K";"2024";74;127;94;115;112;71;101;84;83;69;72;86;97
"106";"00";"K";"2529";101;109;130;137;147;141;139;144;139;163;223;276;329
"106";"00";"K";"3034";83;87;108;121;143;105;136;134;143;161;206;219;282
"106";"00";"K";"3539";76;91;100;111;139;97;87;100;118;113;130;181;228
"106";"00";"K";"4049";127;135;158;171;176;159;179;218;197;213;205;267;324
"106";"00";"K";"5059";72;103;94;114;110;121;129;130;180;121;125;158;193
"106";"00";"K";"6099";58;65;69;79;69;84;68;90;68;85;94;113;112
"107";"10";"M";"1519";1405;1441;1322;1323;1248;1205;1117;915;1113;1073;1126;1194;1217
"107";"10";"M";"2024";1205;1253;1255;1249;1322;1270;1231;1094;1125;1155;1292;1308;1319
"107";"10";"M";"2529";861;823;877;869;977;936;980;1015;899;933;986;955;1125
"107";"10";"M";"3034";737;703;745;759;764;757;793;768;721;700;803;865;971
"107";"10";"M";"3539";651;662;689;768;759;696;749;665;596;624;657;713;792
"107";"10";"M";"4049";1080;1046;1265;1363;1358;1340;1407;1211;1113;1009;1111;1217;1328
"107";"10";"M";"5059";477;515;569;690;707;701;768;810;763;650;753;790;920
"107";"10";"M";"6099";268;277;338;344;349;349;351;341;308;338;324;363;465
"107";"10";"K";"1519";165;182;178;177;214;182;202;152;159;131;159;194;178
"107";"10";"K";"2024";137;151;173;177;217;209;195;195;203;198;226;297;301
"107";"10";"K";"2529";103;106;118;142;133;149;160;152;149;140;174;182;232
"107";"10";"K";"3034";108;113;127;114;116;113;121;132;122;126;149;155;165
"107";"10";"K";"3539";100;136;139;128;146;113;141;126;114;100;101;123;168
"107";"10";"K";"4049";211;223;220;247;226;261;265;257;208;190;191;254;248
"107";"10";"K";"5059";80;80;110;151;131;147;164;156;156;143;141;182;168
"107";"10";"K";"6099";67;76;93;80;81;78;93;89;85;70;93;79;102
"107";"20";"M";"1519";212;275;296;386;522;558;563;456;619;683;704;647;508
"107";"20";"M";"2024";196;236;234;341;380;422;428;399;408;474;511;662;666
"107";"20";"M";"2529";105;122;107;116;101;132;135;141;133;162;211;251;302
"107";"20";"M";"3034";115;105;91;93;121;104;127;101;86;111;99;144;193
"107";"20";"M";"3539";123;121;128;123;108;137;129;104;94;98;83;104;135
"107";"20";"M";"4049";169;169;201;237;242;263;267;228;220;209;168;229;254
"107";"20";"M";"5059";77;64;103;93;105;137;167;176;175;161;155;161;208
"107";"20";"M";"6099";20;28;35;37;28;43;53;53;58;59;55;77;92
"107";"20";"K";"1519";38;30;30;40;58;44;64;51;45;48;68;86;98
"107";"20";"K";"2024";37;30;56;40;44;53;60;50;67;59;71;107;160
"107";"20";"K";"2529";19;21;21;26;24;27;28;34;26;17;32;37;64
"107";"20";"K";"3034";20;35;27;23;23;21;21;16;22;16;24;29;31
"107";"20";"K";"3539";28;28;30;25;33;28;33;21;24;24;24;21;19
"107";"20";"K";"4049";47;56;49;59;56;73;59;73;65;47;37;61;70
"107";"20";"K";"5059";11;13;14;17;17;22;28;38;23;23;29;38;47
"107";"20";"K";"6099";0;2;2;9;2;6;5;6;9;8;9;8;17
"107";"35";"M";"1519";753;772;826;916;902;837;772;585;374;406;415;426;422
"107";"35";"M";"2024";1063;1013;1163;1343;1643;1588;1542;1335;1233;1111;1087;1177;1127
"107";"35";"M";"2529";751;721;760;848;941;880;900;942;925;834;941;1036;1179
"107";"35";"M";"3034";804;769;748;792;748;774;727;735;663;655;700;810;913
"107";"35";"M";"3539";710;692;832;805;799;780;833;799;688;598;609;706;806
"107";"35";"M";"4049";1288;1358;1566;1664;1720;1655;1732;1641;1599;1314;1296;1508;1679
"107";"35";"M";"5059";574;654;731;826;884;931;1078;1160;1175;1048;1078;1262;1407
"107";"35";"M";"6099";263;288;351;422;422;427;464;451;497;430;481;585;646
"107";"35";"K";"1519";41;45;63;48;54;66;53;43;23;21;16;17;21
"107";"35";"K";"2024";75;67;111;124;129;164;171;142;125;106;108;110;128
"107";"35";"K";"2529";93;78;104;107;109;100;119;129;135;132;136;164;214
"107";"35";"K";"3034";117;107;139;126;125;141;110;103;112;100;122;128;199
"107";"35";"K";"3539";138;131;153;134;166;146;152;143;114;121;107;113;142
"107";"35";"K";"4049";250;255;279;324;318;331;351;347;291;259;243;272;316
"107";"35";"K";"5059";80;107;114;141;136;179;215;182;198;209;206;189;230
"107";"35";"K";"6099";38;63;57;72;79;79;82;81;80;69;82;83;107
"107";"40";"M";"1519";3;2;3;2;6;9;10;2;6;5;5;3;4
"107";"40";"M";"2024";102;94;132;170;255;256;271;232;229;183;244;138;129
"107";"40";"M";"2529";169;154;168;204;214;292;286;266;280;268;301;272;310
"107";"40";"M";"3034";223;244;216;254;243;245;264;259;226;251;245;284;354
"107";"40";"M";"3539";284;284;298;315;330;311;319;306;283;244;264;276;339
"107";"40";"M";"4049";611;621;710;724;761;862;929;869;771;673;619;701;824
"107";"40";"M";"5059";338;343;445;450;452;514;623;620;594;516;528;570;646
"107";"40";"M";"6099";149;202;235;249;230;285;288;287;292;273;246;315;381
"107";"40";"K";"1519";0;0;0;0;0;2;2;1;3;0;1;2;0
"107";"40";"K";"2024";29;31;32;40;45;50;55;53;64;53;68;63;100
"107";"40";"K";"2529";58;63;41;59;57;62;70;87;61;92;83;121;151
"107";"40";"K";"3034";102;87;88;86;88;92;88;110;87;96;76;124;157
"107";"40";"K";"3539";116;123;131;126;126;150;149;125;118;110;111;112;143
"107";"40";"K";"4049";206;235;296;281;314;384;380;331;306;273;239;289;350
"107";"40";"K";"5059";95;110;124;155;164;170;213;196;204;204;200;199;284
"107";"40";"K";"6099";44;39;50;71;74;82;113;94;79;69;77;117;133
"107";"00";"M";"1519";40;28;40;18;11;14;10;10;16;14;20;14;9
"107";"00";"M";"2024";130;157;128;133;135;110;85;77;78;82;88;105;104
"107";"00";"M";"2529";125;154;181;173;217;172;178;137;144;163;184;210;256
"107";"00";"M";"3034";98;124;129;150;147;134;163;179;135;140;219;261;273
"107";"00";"M";"3539";92;100;127;137;127;121;113;102;105;120;157;173;212
"107";"00";"M";"4049";177;141;197;224;222;208;201;224;174;184;202;258;306
"107";"00";"M";"5059";69;68;112;125;142;144;153;165;148;149;152;147;186
"107";"00";"M";"6099";27;38;28;30;30;40;41;29;44;45;55;73;79
"107";"00";"K";"1519";6;5;7;3;3;2;1;0;4;1;3;0;2
"107";"00";"K";"2024";11;12;13;17;13;13;13;9;1;6;8;10;15
"107";"00";"K";"2529";7;12;17;12;24;16;15;20;24;17;18;37;44
"107";"00";"K";"3034";6;13;17;21;24;20;13;23;22;17;21;31;40
"107";"00";"K";"3539";10;10;12;21;7;13;20;18;11;16;25;23;45
"107";"00";"K";"4049";16;23;21;31;23;28;31;26;23;17;26;46;42
"107";"00";"K";"5059";12;11;17;14;19;21;17;27;18;15;18;14;30
"107";"00";"K";"6099";5;10;5;11;6;1;15;7;7;9;9;12;9
"108";"10";"M";"1519";717;716;683;716;724;700;641;521;605;553;591;656;626
"108";"10";"M";"2024";657;694;663;719;799;775;708;632;623;645;728;723;785
"108";"10";"M";"2529";443;440;447;529;532;560;474;472;476;496;570;576;601
"108";"10";"M";"3034";360;369;386;405;417;383;377;380;310;364;386;446;492
"108";"10";"M";"3539";262;300;306;343;365;363;319;325;317;321;314;323;385
"108";"10";"M";"4049";447;474;515;498;586;589;532;497;422;429;489;519;557
"108";"10";"M";"5059";139;169;238;224;252;213;269;263;236;243;272;289;343
"108";"10";"M";"6099";67;52;80;109;104;88;102;71;93;80;83;122;109
"108";"10";"K";"1519";60;70;68;67;94;74;73;85;75;38;85;81;80
"108";"10";"K";"2024";57;58;87;71;86;73;76;65;82;86;126;112;152
"108";"10";"K";"2529";37;39;65;45;58;67;64;62;64;61;79;82;120
"108";"10";"K";"3034";27;52;50;49;58;53;41;53;46;57;42;58;70
"108";"10";"K";"3539";44;31;50;42;44;53;46;47;33;48;47;52;66
"108";"10";"K";"4049";70;76;83;73;91;84;84;81;76;71;97;82;106
"108";"10";"K";"5059";25;27;40;45;60;52;53;59;32;42;48;42;59
"108";"10";"K";"6099";14;21;20;24;23;21;22;22;25;18;19;23;30
"108";"20";"M";"1519";78;94;110;154;180;182;178;173;185;207;280;241;199
"108";"20";"M";"2024";69;84;101;105;152;133;138;144;135;174;172;229;250
"108";"20";"M";"2529";37;38;35;25;37;33;48;54;49;58;87;120;114
"108";"20";"M";"3034";34;33;34;40;37;36;39;31;45;33;48;65;71
"108";"20";"M";"3539";38;39;31;36;41;51;38;34;40;27;41;28;51
"108";"20";"M";"4049";43;53;65;52;69;80;72;80;69;53;66;75;71
"108";"20";"M";"5059";11;16;27;32;45;40;44;36;49;31;40;49;66
"108";"20";"M";"6099";7;3;3;8;13;11;4;7;9;18;10;18;20
"108";"20";"K";"1519";6;6;6;10;17;12;17;13;8;11;20;20;31
"108";"20";"K";"2024";5;19;9;9;14;14;14;12;10;15;20;31;46
"108";"20";"K";"2529";3;2;4;11;7;12;9;7;3;5;9;15;14
"108";"20";"K";"3034";7;4;4;3;8;4;5;4;7;5;5;2;8
"108";"20";"K";"3539";5;4;8;5;3;8;7;5;6;10;8;5;8
"108";"20";"K";"4049";4;8;8;14;18;8;7;20;9;17;11;13;22
"108";"20";"K";"5059";4;3;6;6;5;3;4;6;9;4;5;9;12
"108";"20";"K";"6099";1;0;1;0;0;2;3;4;2;3;3;3;1
"108";"35";"M";"1519";331;340;383;392;471;389;368;312;175;178;203;195;198
"108";"35";"M";"2024";423;386;489;683;680;686;642;617;455;428;470;477;476
"108";"35";"M";"2529";261;279;291;324;329;319;367;360;308;326;370;442;465
"108";"35";"M";"3034";244;247;262;287;299;282;268;240;228;200;258;299;335
"108";"35";"M";"3539";234;240;264;307;282;243;257;248;249;225;198;237;276
"108";"35";"M";"4049";359;412;472;538;553;503;514;481;452;388;394;469;528
"108";"35";"M";"5059";132;180;212;232;246;241;280;287;307;265;339;339;390
"108";"35";"M";"6099";56;72;98;130;109;93;114;96;106;89;121;124;122
"108";"35";"K";"1519";15;13;15;15;24;26;16;13;9;2;6;2;6
"108";"35";"K";"2024";14;24;26;30;45;61;45;39;34;31;33;33;29
"108";"35";"K";"2529";16;17;24;28;31;31;24;33;30;29;30;47;52
"108";"35";"K";"3034";15;14;18;24;20;26;29;34;25;25;27;32;42
"108";"35";"K";"3539";22;24;39;30;31;23;28;33;22;28;36;38;44
"108";"35";"K";"4049";43;50;72;65;68;63;76;58;64;58;54;55;71
"108";"35";"K";"5059";8;10;21;23;28;23;36;34;34;29;45;40;57
"108";"35";"K";"6099";10;10;16;16;19;14;17;5;2;12;16;24;13
"108";"40";"M";"1519";0;1;1;1;2;5;1;3;2;2;2;0;2
"108";"40";"M";"2024";25;29;28;53;77;74;96;76;65;72;75;43;59
"108";"40";"M";"2529";56;43;44;45;63;64;73;77;79;80;98;100;99
"108";"40";"M";"3034";45;52;56;46;58;67;69;66;66;70;64;88;104
"108";"40";"M";"3539";54;47;70;63;62;72;79;63;50;48;70;76;84
"108";"40";"M";"4049";110;128;165;141;176;189;161;179;154;130;121;144;155
"108";"40";"M";"5059";53;62;89;91;106;109;134;128;115;112;111;129;157
"108";"40";"M";"6099";25;30;41;43;62;60;57;57;50;53;57;62;81
"108";"40";"K";"1519";0;0;1;0;0;0;0;0;0;0;0;0;1
"108";"40";"K";"2024";3;7;4;5;9;17;10;6;9;9;12;27;28
"108";"40";"K";"2529";6;6;10;12;7;14;10;14;8;14;19;24;32
"108";"40";"K";"3034";11;19;15;18;16;18;19;12;11;14;13;16;22
"108";"40";"K";"3539";15;9;17;12;22;20;17;20;18;13;16;21;22
"108";"40";"K";"4049";31;30;46;45;58;53;48;49;48;46;40;48;37
"108";"40";"K";"5059";14;23;30;23;22;26;36;28;27;20;18;29;33
"108";"40";"K";"6099";5;4;8;12;11;12;10;10;10;13;9;6;22
"108";"00";"M";"1519";34;30;19;17;12;8;9;10;5;5;6;7;7
"108";"00";"M";"2024";70;53;64;70;72;44;38;37;33;27;31;46;58
"108";"00";"M";"2529";57;75;71;81;88;76;78;85;72;74;72;87;97
"108";"00";"M";"3034";51;50;59;74;82;68;68;74;61;75;75;95;136
"108";"00";"M";"3539";44;51;63;52;59;53;41;42;42;45;52;79;80
"108";"00";"M";"4049";68;85;98;93;99;88;72;57;73;71;87;88;97
"108";"00";"M";"5059";25;30;47;49;63;55;66;44;48;64;38;48;55
"108";"00";"M";"6099";5;4;4;7;4;12;9;5;7;8;13;18;14
"108";"00";"K";"1519";2;3;0;1;1;1;0;0;0;1;0;2;1
"108";"00";"K";"2024";5;2;3;3;3;4;6;4;1;0;3;2;1
"108";"00";"K";"2529";3;7;8;14;6;9;7;7;5;8;9;10;16
"108";"00";"K";"3034";2;5;8;7;8;8;9;5;4;3;12;11;14
"108";"00";"K";"3539";3;4;5;5;1;2;2;5;6;6;6;10;15
"108";"00";"K";"4049";4;4;9;7;12;10;8;6;2;10;8;9;16
"108";"00";"K";"5059";1;3;5;8;4;6;10;6;8;7;4;9;6
"108";"00";"K";"6099";0;2;1;0;1;3;0;1;1;1;2;8;4
"109";"10";"M";"1519";439;433;488;480;448;379;371;347;375;403;378;430;382
"109";"10";"M";"2024";407;437;378;514;507;479;488;396;454;407;470;496;489
"109";"10";"M";"2529";248;267;318;335;343;319;311;304;262;293;375;372;397
"109";"10";"M";"3034";204;194;235;240;221;233;214;210;229;205;225;260;271
"109";"10";"M";"3539";162;160;175;199;204;216;194;174;192;155;171;198;196
"109";"10";"M";"4049";199;245;269;284;285;271;266;234;225;247;265;280;265
"109";"10";"M";"5059";61;76;89;102;101;120;85;105;116;101;116;151;146
"109";"10";"M";"6099";25;31;32;30;33;35;39;36;28;32;32;44;40
"109";"10";"K";"1519";34;40;31;36;45;32;39;33;31;30;35;29;37
"109";"10";"K";"2024";26;37;34;42;42;43;31;47;53;40;51;60;65
"109";"10";"K";"2529";18;18;24;37;24;22;30;32;35;35;38;44;44
"109";"10";"K";"3034";25;30;30;19;22;26;20;12;18;24;37;30;42
"109";"10";"K";"3539";21;22;23;30;28;24;18;12;21;13;22;28;29
"109";"10";"K";"4049";36;30;38;30;54;44;35;36;41;42;40;39;35
"109";"10";"K";"5059";9;8;13;12;22;17;18;18;18;20;25;22;19
"109";"10";"K";"6099";8;11;3;4;4;7;9;4;4;8;14;13;15
"109";"20";"M";"1519";37;44;53;62;96;70;81;94;90;116;105;120;93
"109";"20";"M";"2024";29;37;54;53;57;48;59;63;51;63;87;111;117
"109";"20";"M";"2529";15;22;14;19;17;30;22;25;14;24;43;45;58
"109";"20";"M";"3034";11;18;21;14;23;16;18;18;11;17;19;24;30
"109";"20";"M";"3539";11;8;14;12;17;13;20;15;7;10;13;21;16
"109";"20";"M";"4049";18;17;22;25;34;30;24;32;26;26;25;27;25
"109";"20";"M";"5059";2;3;11;11;13;9;16;14;9;11;15;18;20
"109";"20";"M";"6099";1;3;2;4;4;4;3;2;2;4;4;4;3
"109";"20";"K";"1519";2;3;0;5;4;4;4;6;7;5;6;12;14
"109";"20";"K";"2024";5;5;4;3;8;6;6;5;8;3;9;16;15
"109";"20";"K";"2529";0;0;4;1;0;2;2;3;0;1;2;6;7
"109";"20";"K";"3034";1;1;3;5;4;3;5;3;2;3;2;3;1
"109";"20";"K";"3539";1;1;5;2;2;1;2;2;4;3;2;5;2
"109";"20";"K";"4049";3;2;1;2;4;10;6;2;5;4;6;6;6
"109";"20";"K";"5059";0;2;2;1;1;0;0;2;5;7;2;6;3
"109";"20";"K";"6099";0;0;0;0;0;3;1;0;0;1;0;1;4
"109";"35";"M";"1519";176;226;220;227;250;246;190;144;77;72;113;97;95
"109";"35";"M";"2024";212;202;256;312;392;364;323;247;232;230;229;231;233
"109";"35";"M";"2529";132;129;137;157;180;158;160;144;159;136;162;233;194
"109";"35";"M";"3034";117;111;146;127;127;125;107;93;97;94;99;144;156
"109";"35";"M";"3539";101;105;129;123;121;105;104;76;75;88;97;86;105
"109";"35";"M";"4049";155;155;176;194;183;191;199;196;178;137;173;197;214
"109";"35";"M";"5059";51;69;85;78;79;84;93;97;97;90;124;137;131
"109";"35";"M";"6099";20;22;34;31;26;39;38;27;30;44;41;45;55
"109";"35";"K";"1519";3;3;6;8;11;13;9;7;0;2;3;5;4
"109";"35";"K";"2024";7;5;10;17;12;21;16;8;21;10;16;15;15
"109";"35";"K";"2529";4;4;8;10;9;10;6;14;11;12;20;21;21
"109";"35";"K";"3034";6;10;10;7;9;6;6;10;8;7;7;7;16
"109";"35";"K";"3539";10;4;11;8;9;11;11;5;10;11;10;12;10
"109";"35";"K";"4049";8;13;18;14;16;17;24;17;18;15;17;30;26
"109";"35";"K";"5059";9;3;7;7;10;8;14;7;6;12;11;12;12
"109";"35";"K";"6099";2;3;2;4;1;4;6;5;8;4;6;5;4
"109";"40";"M";"1519";0;0;1;0;0;1;1;0;1;2;1;0;0
"109";"40";"M";"2024";12;8;18;20;30;38;32;18;22;32;34;17;25
"109";"40";"M";"2529";12;15;20;20;22;31;30;25;25;29;42;39;45
"109";"40";"M";"3034";13;20;18;16;29;21;32;17;26;32;30;34;35
"109";"40";"M";"3539";16;12;8;22;20;27;24;14;23;17;14;20;25
"109";"40";"M";"4049";44;24;46;46;74;46;64;66;49;48;50;59;44
"109";"40";"M";"5059";17;13;30;32;22;27;43;40;37;31;36;47;46
"109";"40";"M";"6099";9;11;9;10;18;16;14;8;17;17;13;22;20
"109";"40";"K";"1519";0;0;1;0;0;0;0;0;0;1;0;1;0
"109";"40";"K";"2024";2;0;0;4;0;4;4;2;1;5;5;12;16
"109";"40";"K";"2529";3;4;2;7;1;2;3;3;7;3;6;9;11
"109";"40";"K";"3034";2;1;2;2;3;9;2;4;4;3;3;11;7
"109";"40";"K";"3539";4;8;4;6;9;2;9;8;2;4;7;7;7
"109";"40";"K";"4049";8;6;7;7;13;8;11;11;9;13;14;12;18
"109";"40";"K";"5059";4;9;10;5;6;6;6;3;8;1;5;10;7
"109";"40";"K";"6099";4;1;0;0;3;5;5;4;2;2;4;2;6
"109";"00";"M";"1519";19;17;10;13;9;2;8;4;7;8;3;7;6
"109";"00";"M";"2024";43;54;45;37;39;31;27;20;20;15;20;24;28
"109";"00";"M";"2529";25;41;56;52;51;40;46;35;29;43;43;38;48
"109";"00";"M";"3034";23;27;31;36;46;44;33;35;40;54;57;48;63
"109";"00";"M";"3539";29;26;28;26;33;34;26;22;30;24;34;41;50
"109";"00";"M";"4049";28;45;43;52;57;39;39;35;41;32;40;50;52
"109";"00";"M";"5059";14;14;17;18;19;29;36;20;20;24;23;24;38
"109";"00";"M";"6099";4;3;4;4;3;2;1;4;3;5;7;2;9
"109";"00";"K";"1519";1;0;0;0;0;0;1;1;0;0;0;0;0
"109";"00";"K";"2024";2;3;3;4;5;4;4;1;3;3;1;2;1
"109";"00";"K";"2529";1;6;2;1;5;2;4;3;1;1;4;5;6
"109";"00";"K";"3034";1;0;2;0;5;2;4;2;4;4;6;6;4
"109";"00";"K";"3539";2;0;0;1;7;2;1;2;6;4;2;8;1
"109";"00";"K";"4049";6;5;5;2;5;7;3;4;2;4;1;2;6
"109";"00";"K";"5059";1;2;2;3;3;3;3;4;1;3;0;1;6
"109";"00";"K";"6099";0;0;0;1;0;0;3;1;1;1;1;1;2
"110";"10";"M";"1519";1024;988;1019;1135;1096;922;875;756;846;818;863;896;925
"110";"10";"M";"2024";938;986;1120;1094;1210;1155;1011;933;986;1043;1103;1185;1165
"110";"10";"M";"2529";531;571;644;693;697;714;668;620;622;623;741;785;824
"110";"10";"M";"3034";424;456;461;464;508;480;424;359;384;372;421;479;517
"110";"10";"M";"3539";274;311;333;342;368;332;337;318;303;336;292;321;362
"110";"10";"M";"4049";334;353;436;461;463;385;357;400;321;343;393;412;441
"110";"10";"M";"5059";76;74;105;120;131;138;128;110;149;129;154;175;187
"110";"10";"M";"6099";26;21;24;36;29;28;32;27;37;37;30;37;44
"110";"10";"K";"1519";50;63;56;66;62;63;77;63;57;40;42;75;67
"110";"10";"K";"2024";39;59;62;59;65;63;92;96;77;78;97;84;104
"110";"10";"K";"2529";30;40;32;51;66;47;55;53;45;50;65;74;83
"110";"10";"K";"3034";34;39;32;39;35;38;21;43;41;46;36;54;47
"110";"10";"K";"3539";27;42;51;39;43;39;39;30;26;26;28;47;42
"110";"10";"K";"4049";56;52;54;71;53;67;56;50;45;61;49;50;60
"110";"10";"K";"5059";7;11;10;26;27;20;21;17;16;18;27;28;36
"110";"10";"K";"6099";5;7;3;5;5;8;5;4;9;6;7;9;10
"110";"20";"M";"1519";48;65;69;92;130;104;100;84;134;145;162;167;155
"110";"20";"M";"2024";45;45;45;66;80;93;75;71;93;100;121;155;195
"110";"20";"M";"2529";16;18;23;28;30;25;37;26;34;34;45;58;71
"110";"20";"M";"3034";21;14;24;25;19;24;16;17;17;25;26;23;37
"110";"20";"M";"3539";20;5;8;16;17;18;13;12;12;15;16;22;24
"110";"20";"M";"4049";17;23;24;30;31;29;29;17;24;21;30;33;32
"110";"20";"M";"5059";5;2;7;8;9;13;17;12;12;10;13;16;18
"110";"20";"M";"6099";2;2;6;4;4;3;2;3;4;6;5;3;5
