Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
5,6,2,3,0,1,6
5,4,2,3,0,0,0
5,3,2,3,0,0,1
5,2,2,3,0,0,2
5,2,2,3,0,0,3
5,3,2,3,0,0,4
5,0,2,3,0,0,5
5,2,2,3,0,0,6
5,30,2,4,0,1,0
5,33,2,4,0,1,1
5,22,2,4,0,1,2
5,16,2,4,0,1,3
5,24,2,4,0,1,4
5,18,2,4,0,1,5
5,3,2,4,0,1,6
5,0,2,4,0,0,0
5,2,2,4,0,0,1
5,1,2,4,0,0,2
5,2,2,4,0,0,3
5,3,2,4,0,0,4
5,2,2,4,0,0,5
5,2,2,4,0,0,6
5,80,2,5,0,1,0
5,60,2,5,0,1,1
5,48,2,5,0,1,2
5,22,2,5,0,1,3
5,37,2,5,0,1,4
5,13,2,5,0,1,5
5,3,2,5,0,1,6
5,3,2,5,0,0,0
5,6,2,5,0,0,1
5,2,2,5,0,0,2
5,2,2,5,0,0,3
5,2,2,5,0,0,4
5,4,2,5,0,0,5
5,0,2,5,0,0,6
5,24,2,1,0,1,0
5,13,2,1,0,1,1
5,5,2,1,0,1,2
5,1,2,1,0,1,3
5,5,2,1,0,1,4
5,2,2,1,0,1,5
5,0,2,1,0,1,6
5,0,2,1,0,0,0
5,0,2,1,0,0,1
5,0,2,1,0,0,2
5,2,2,1,0,0,3
5,2,2,1,0,0,4
5,1,2,1,0,0,5
5,0,2,1,0,0,6
5,36,3,6,0,1,0
5,14,3,6,0,1,1
5,5,3,6,0,1,2
5,12,3,6,0,1,3
5,30,3,6,0,1,4
5,13,3,6,0,1,5
5,3,3,6,0,1,6
5,4,3,6,0,0,0
5,3,3,6,0,0,1
5,2,3,6,0,0,2
5,0,3,6,0,0,3
5,6,3,6,0,0,4
5,3,3,6,0,0,5
5,1,3,6,0,0,6
5,18,3,0,0,1,0
5,10,3,0,0,1,1
5,14,3,0,0,1,2
5,15,3,0,0,1,3
5,21,3,0,0,1,4
5,11,3,0,0,1,5
5,7,3,0,0,1,6
5,5,3,0,0,0,0
5,0,3,0,0,0,1
5,2,3,0,0,0,2
5,2,3,0,0,0,3
5,4,3,0,0,0,4
5,1,3,0,0,0,5
5,0,3,0,0,0,6
5,25,3,2,0,1,0
5,14,3,2,0,1,1
5,7,3,2,0,1,2
5,10,3,2,0,1,3
5,16,3,2,0,1,4
5,3,3,2,0,1,5
5,1,3,2,0,1,6
5,1,3,2,0,0,0
5,0,3,2,0,0,1
5,0,3,2,0,0,2
5,1,3,2,0,0,3
5,4,3,2,0,0,4
5,0,3,2,0,0,5
5,0,3,2,0,0,6
5,21,3,3,0,1,0
5,12,3,3,0,1,1
5,6,3,3,0,1,2
5,10,3,3,0,1,3
5,16,3,3,0,1,4
5,4,3,3,0,1,5
5,3,3,3,0,1,6
5,0,3,3,0,0,0
5,0,3,3,0,0,1
5,3,3,3,0,0,2
5,1,3,3,0,0,3
5,3,3,3,0,0,4
5,1,3,3,0,0,5
5,0,3,3,0,0,6
5,16,3,4,0,1,0
5,17,3,4,0,1,1
5,4,3,4,0,1,2
5,7,3,4,0,1,3
5,7,3,4,0,1,4
5,4,3,4,0,1,5
5,1,3,4,0,1,6
5,0,3,4,0,0,0
5,0,3,4,0,0,1
5,0,3,4,0,0,2
5,0,3,4,0,0,3
5,1,3,4,0,0,4
5,0,3,4,0,0,5
5,0,3,4,0,0,6
5,51,3,5,0,1,0
5,35,3,5,0,1,1
5,13,3,5,0,1,2
5,16,3,5,0,1,3
5,21,3,5,0,1,4
5,10,3,5,0,1,5
5,3,3,5,0,1,6
5,3,3,5,0,0,0
5,1,3,5,0,0,1
5,1,3,5,0,0,2
5,1,3,5,0,0,3
5,0,3,5,0,0,4
5,1,3,5,0,0,5
5,0,3,5,0,0,6
5,17,3,1,0,1,0
5,10,3,1,0,1,1
5,4,3,1,0,1,2
5,1,3,1,0,1,3
5,5,3,1,0,1,4
5,1,3,1,0,1,5
5,0,3,1,0,1,6
5,0,3,1,0,0,0
5,0,3,1,0,0,1
5,0,3,1,0,0,2
5,0,3,1,0,0,3
5,0,3,1,0,0,4
5,0,3,1,0,0,5
5,0,3,1,0,0,6
5,25,4,6,0,1,0
5,11,4,6,0,1,1
5,7,4,6,0,1,2
5,5,4,6,0,1,3
5,9,4,6,0,1,4
5,10,4,6,0,1,5
5,2,4,6,0,1,6
5,5,4,6,0,0,0
5,2,4,6,0,0,1
5,0,4,6,0,0,2
5,0,4,6,0,0,3
5,2,4,6,0,0,4
5,1,4,6,0,0,5
5,0,4,6,0,0,6
5,14,4,0,0,1,0
5,11,4,0,0,1,1
5,12,4,0,0,1,2
5,10,4,0,0,1,3
5,9,4,0,0,1,4
5,7,4,0,0,1,5
5,2,4,0,0,1,6
5,2,4,0,0,0,0
5,1,4,0,0,0,1
5,1,4,0,0,0,2
5,2,4,0,0,0,3
5,5,4,0,0,0,4
5,1,4,0,0,0,5
5,0,4,0,0,0,6
5,12,4,2,0,1,0
5,12,4,2,0,1,1
5,16,4,2,0,1,2
5,8,4,2,0,1,3
5,11,4,2,0,1,4
5,11,4,2,0,1,5
5,0,4,2,0,1,6
5,2,4,2,0,0,0
5,2,4,2,0,0,1
5,0,4,2,0,0,2
5,2,4,2,0,0,3
5,1,4,2,0,0,4
5,3,4,2,0,0,5
5,0,4,2,0,0,6
5,14,4,3,0,1,0
5,14,4,3,0,1,1
5,8,4,3,0,1,2
5,7,4,3,0,1,3
5,8,4,3,0,1,4
5,1,4,3,0,1,5
5,3,4,3,0,1,6
5,1,4,3,0,0,0
5,0,4,3,0,0,1
5,1,4,3,0,0,2
5,0,4,3,0,0,3
5,0,4,3,0,0,4
5,0,4,3,0,0,5
5,0,4,3,0,0,6
5,17,4,4,0,1,0
5,12,4,4,0,1,1
5,6,4,4,0,1,2
5,2,4,4,0,1,3
5,6,4,4,0,1,4
5,2,4,4,0,1,5
5,1,4,4,0,1,6
5,1,4,4,0,0,0
5,0,4,4,0,0,1
5,1,4,4,0,0,2
5,1,4,4,0,0,3
5,0,4,4,0,0,4
5,0,4,4,0,0,5
5,0,4,4,0,0,6
5,54,4,5,0,1,0
5,41,4,5,0,1,1
5,32,4,5,0,1,2
5,19,4,5,0,1,3
5,24,4,5,0,1,4
5,4,4,5,0,1,5
5,0,4,5,0,1,6
5,2,4,5,0,0,0
5,0,4,5,0,0,1
5,0,4,5,0,0,2
5,0,4,5,0,0,3
5,1,4,5,0,0,4
5,0,4,5,0,0,5
5,0,4,5,0,0,6
5,25,4,1,0,1,0
5,14,4,1,0,1,1
5,5,4,1,0,1,2
5,3,4,1,0,1,3
5,3,4,1,0,1,4
5,0,4,1,0,1,5
5,0,4,1,0,1,6
5,0,4,1,0,0,0
5,0,4,1,0,0,1
5,0,4,1,0,0,2
5,0,4,1,0,0,3
5,1,4,1,0,0,4
5,0,4,1,0,0,5
5,0,4,1,0,0,6
5,4,1,6,0,1,0
5,0,1,6,0,1,1
5,1,1,6,0,1,2
5,2,1,6,0,1,3
5,0,1,6,0,1,4
5,0,1,6,0,1,5
5,0,1,6,0,1,6
5,0,1,6,0,0,0
5,1,1,6,0,0,1
5,0,1,6,0,0,2
5,0,1,6,0,0,3
5,1,1,6,0,0,4
5,0,1,6,0,0,5
5,0,1,6,0,0,6
5,1,1,0,0,1,0
5,1,1,0,0,1,1
5,0,1,0,0,1,2
5,0,1,0,0,1,3
5,1,1,0,0,1,4
5,0,1,0,0,1,5
5,0,1,0,0,1,6
5,0,1,0,0,0,0
5,0,1,0,0,0,1
5,0,1,0,0,0,2
5,0,1,0,0,0,3
5,0,1,0,0,0,4
5,0,1,0,0,0,5
5,0,1,0,0,0,6
5,6,1,2,0,1,0
5,4,1,2,0,1,1
5,0,1,2,0,1,2
5,1,1,2,0,1,3
5,0,1,2,0,1,4
5,1,1,2,0,1,5
5,1,1,2,0,1,6
5,0,1,2,0,0,0
5,0,1,2,0,0,1
5,1,1,2,0,0,2
5,0,1,2,0,0,3
5,0,1,2,0,0,4
5,0,1,2,0,0,5
5,0,1,2,0,0,6
5,0,1,3,0,1,0
5,1,1,3,0,1,1
5,0,1,3,0,1,2
5,0,1,3,0,1,3
5,0,1,3,0,1,4
5,0,1,3,0,1,5
5,0,1,3,0,1,6
5,0,1,3,0,0,0
5,0,1,3,0,0,1
5,0,1,3,0,0,2
5,1,1,3,0,0,3
5,0,1,3,0,0,4
5,0,1,3,0,0,5
5,0,1,3,0,0,6
5,2,1,4,0,1,0
5,3,1,4,0,1,1
5,2,1,4,0,1,2
5,2,1,4,0,1,3
5,1,1,4,0,1,4
5,0,1,4,0,1,5
5,0,1,4,0,1,6
5,0,1,4,0,0,0
5,0,1,4,0,0,1
5,0,1,4,0,0,2
5,0,1,4,0,0,3
5,0,1,4,0,0,4
5,0,1,4,0,0,5
5,0,1,4,0,0,6
5,5,1,5,0,1,0
5,7,1,5,0,1,1
5,2,1,5,0,1,2
5,2,1,5,0,1,3
5,2,1,5,0,1,4
5,1,1,5,0,1,5
5,0,1,5,0,1,6
5,0,1,5,0,0,0
5,0,1,5,0,0,1
5,0,1,5,0,0,2
5,2,1,5,0,0,3
5,0,1,5,0,0,4
5,0,1,5,0,0,5
5,0,1,5,0,0,6
5,5,1,1,0,1,0
5,3,1,1,0,1,1
5,1,1,1,0,1,2
5,1,1,1,0,1,3
5,1,1,1,0,1,4
5,1,1,1,0,1,5
5,0,1,1,0,1,6
5,0,1,1,0,0,0
5,0,1,1,0,0,1
5,0,1,1,0,0,2
5,0,1,1,0,0,3
5,0,1,1,0,0,4
5,0,1,1,0,0,5
5,0,1,1,0,0,6
6,5008,5,6,3,1,0
6,3910,5,6,3,1,1
6,3810,5,6,3,1,2
6,4505,5,6,3,1,3
6,10794,5,6,3,1,4
6,8625,5,6,3,1,5
6,6996,5,6,3,1,6
6,2295,5,6,3,0,0
6,1905,5,6,3,0,1
6,1977,5,6,3,0,2
6,2497,5,6,3,0,3
6,6024,5,6,3,0,4
6,4162,5,6,3,0,5
6,2907,5,6,3,0,6
6,2127,5,0,3,1,0
6,1976,5,0,3,1,1
6,1747,5,0,3,1,2
6,1862,5,0,3,1,3
6,4538,5,0,3,1,4
6,3324,5,0,3,1,5
6,1960,5,0,3,1,6
6,440,5,0,3,0,0
6,449,5,0,3,0,1
6,430,5,0,3,0,2
6,551,5,0,3,0,3
6,1498,5,0,3,0,4
6,956,5,0,3,0,5
6,458,5,0,3,0,6
6,1101,5,2,3,1,0
6,1000,5,2,3,1,1
6,771,5,2,3,1,2
6,795,5,2,3,1,3
6,1773,5,2,3,1,4
6,1217,5,2,3,1,5
6,574,5,2,3,1,6
6,151,5,2,3,0,0
6,140,5,2,3,0,1
6,131,5,2,3,0,2
6,149,5,2,3,0,3
6,329,5,2,3,0,4
6,211,5,2,3,0,5
6,108,5,2,3,0,6
6,599,5,3,3,1,0
6,545,5,3,3,1,1
6,427,5,3,3,1,2
6,370,5,3,3,1,3
6,786,5,3,3,1,4
6,457,5,3,3,1,5
6,164,5,3,3,1,6
6,65,5,3,3,0,0
6,49,5,3,3,0,1
6,49,5,3,3,0,2
6,50,5,3,3,0,3
6,113,5,3,3,0,4
6,67,5,3,3,0,5
6,25,5,3,3,0,6
6,330,5,4,3,1,0
6,329,5,4,3,1,1
6,226,5,4,3,1,2
6,185,5,4,3,1,3
6,325,5,4,3,1,4
6,194,5,4,3,1,5
6,71,5,4,3,1,6
6,36,5,4,3,0,0
6,34,5,4,3,0,1
6,20,5,4,3,0,2
6,24,5,4,3,0,3
6,38,5,4,3,0,4
6,26,5,4,3,0,5
6,16,5,4,3,0,6
6,621,5,5,3,1,0
6,549,5,5,3,1,1
6,322,5,5,3,1,2
6,258,5,5,3,1,3
6,393,5,5,3,1,4
6,186,5,5,3,1,5
6,60,5,5,3,1,6
6,34,5,5,3,0,0
6,41,5,5,3,0,1
6,22,5,5,3,0,2
6,16,5,5,3,0,3
6,37,5,5,3,0,4
6,25,5,5,3,0,5
6,10,5,5,3,0,6
6,114,5,1,3,1,0
6,104,5,1,3,1,1
6,54,5,1,3,1,2
6,37,5,1,3,1,3
6,38,5,1,3,1,4
6,16,5,1,3,1,5
6,0,5,1,3,1,6
6,5,5,1,3,0,0
6,3,5,1,3,0,1
6,2,5,1,3,0,2
6,4,5,1,3,0,3
6,4,5,1,3,0,4
6,1,5,1,3,0,5
6,0,5,1,3,0,6
6,0,0,6,3,1,0
6,0,0,6,3,1,1
6,0,0,6,3,1,2
6,0,0,6,3,1,3
6,0,0,6,3,1,4
6,0,0,6,3,1,5
6,0,0,6,3,1,6
6,0,0,6,3,0,0
6,0,0,6,3,0,1
6,0,0,6,3,0,2
6,0,0,6,3,0,3
6,0,0,6,3,0,4
6,0,0,6,3,0,5
6,0,0,6,3,0,6
6,0,0,0,3,1,0
6,0,0,0,3,1,1
6,0,0,0,3,1,2
6,0,0,0,3,1,3
6,0,0,0,3,1,4
6,0,0,0,3,1,5
6,0,0,0,3,1,6
6,0,0,0,3,0,0
6,0,0,0,3,0,1
6,0,0,0,3,0,2
6,0,0,0,3,0,3
6,0,0,0,3,0,4
6,0,0,0,3,0,5
6,0,0,0,3,0,6
6,0,0,2,3,1,0
6,0,0,2,3,1,1
6,0,0,2,3,1,2
6,0,0,2,3,1,3
6,0,0,2,3,1,4
6,0,0,2,3,1,5
6,0,0,2,3,1,6
6,0,0,2,3,0,0
6,0,0,2,3,0,1
6,0,0,2,3,0,2
6,0,0,2,3,0,3
6,0,0,2,3,0,4
6,0,0,2,3,0,5
6,0,0,2,3,0,6
6,0,0,3,3,1,0
6,0,0,3,3,1,1
6,0,0,3,3,1,2
6,0,0,3,3,1,3
6,0,0,3,3,1,4
6,0,0,3,3,1,5
6,0,0,3,3,1,6
6,0,0,3,3,0,0
6,0,0,3,3,0,1
6,0,0,3,3,0,2
6,0,0,3,3,0,3
6,0,0,3,3,0,4
6,0,0,3,3,0,5
6,0,0,3,3,0,6
6,0,0,4,3,1,0
6,0,0,4,3,1,1
6,0,0,4,3,1,2
6,0,0,4,3,1,3
6,0,0,4,3,1,4
6,0,0,4,3,1,5
6,0,0,4,3,1,6
6,0,0,4,3,0,0
6,0,0,4,3,0,1
6,0,0,4,3,0,2
6,0,0,4,3,0,3
6,0,0,4,3,0,4
6,0,0,4,3,0,5
6,0,0,4,3,0,6
6,0,0,5,3,1,0
6,0,0,5,3,1,1
6,0,0,5,3,1,2
6,0,0,5,3,1,3
6,0,0,5,3,1,4
6,0,0,5,3,1,5
6,0,0,5,3,1,6
6,0,0,5,3,0,0
6,0,0,5,3,0,1
6,0,0,5,3,0,2
6,0,0,5,3,0,3
6,0,0,5,3,0,4
6,0,0,5,3,0,5
6,0,0,5,3,0,6
6,0,0,1,3,1,0
6,0,0,1,3,1,1
6,0,0,1,3,1,2
6,0,0,1,3,1,3
6,0,0,1,3,1,4
6,0,0,1,3,1,5
6,0,0,1,3,1,6
6,0,0,1,3,0,0
6,0,0,1,3,0,1
6,0,0,1,3,0,2
6,0,0,1,3,0,3
6,0,0,1,3,0,4
6,0,0,1,3,0,5
6,0,0,1,3,0,6
6,0,2,6,3,1,0
6,0,2,6,3,1,1
6,0,2,6,3,1,2
6,0,2,6,3,1,3
6,0,2,6,3,1,4
6,0,2,6,3,1,5
6,0,2,6,3,1,6
6,0,2,6,3,0,0
6,0,2,6,3,0,1
6,0,2,6,3,0,2
6,0,2,6,3,0,3
6,0,2,6,3,0,4
6,0,2,6,3,0,5
6,0,2,6,3,0,6
6,0,2,0,3,1,0
6,0,2,0,3,1,1
6,0,2,0,3,1,2
6,0,2,0,3,1,3
6,0,2,0,3,1,4
6,0,2,0,3,1,5
6,0,2,0,3,1,6
6,0,2,0,3,0,0
6,0,2,0,3,0,1
6,0,2,0,3,0,2
6,0,2,0,3,0,3
6,0,2,0,3,0,4
6,0,2,0,3,0,5
6,0,2,0,3,0,6
6,0,2,2,3,1,0
6,0,2,2,3,1,1
6,0,2,2,3,1,2
6,0,2,2,3,1,3
6,0,2,2,3,1,4
6,0,2,2,3,1,5
6,0,2,2,3,1,6
6,0,2,2,3,0,0
6,0,2,2,3,0,1
6,0,2,2,3,0,2
6,0,2,2,3,0,3
6,0,2,2,3,0,4
6,0,2,2,3,0,5
6,0,2,2,3,0,6
6,0,2,3,3,1,0
6,0,2,3,3,1,1
6,0,2,3,3,1,2
6,0,2,3,3,1,3
6,0,2,3,3,1,4
6,0,2,3,3,1,5
6,0,2,3,3,1,6
6,0,2,3,3,0,0
6,0,2,3,3,0,1
6,0,2,3,3,0,2
6,0,2,3,3,0,3
6,0,2,3,3,0,4
6,0,2,3,3,0,5
6,0,2,3,3,0,6
6,0,2,4,3,1,0
6,0,2,4,3,1,1
6,0,2,4,3,1,2
6,0,2,4,3,1,3
6,0,2,4,3,1,4
6,0,2,4,3,1,5
6,0,2,4,3,1,6
6,0,2,4,3,0,0
6,0,2,4,3,0,1
6,0,2,4,3,0,2
6,0,2,4,3,0,3
6,0,2,4,3,0,4
6,0,2,4,3,0,5
6,0,2,4,3,0,6
6,0,2,5,3,1,0
6,0,2,5,3,1,1
6,0,2,5,3,1,2
6,0,2,5,3,1,3
6,0,2,5,3,1,4
6,0,2,5,3,1,5
6,0,2,5,3,1,6
6,0,2,5,3,0,0
6,0,2,5,3,0,1
6,0,2,5,3,0,2
6,0,2,5,3,0,3
6,0,2,5,3,0,4
6,0,2,5,3,0,5
6,0,2,5,3,0,6
6,0,2,1,3,1,0
6,0,2,1,3,1,1
6,0,2,1,3,1,2
6,0,2,1,3,1,3
6,0,2,1,3,1,4
6,0,2,1,3,1,5
6,0,2,1,3,1,6
6,0,2,1,3,0,0
6,0,2,1,3,0,1
6,0,2,1,3,0,2
6,0,2,1,3,0,3
6,0,2,1,3,0,4
6,0,2,1,3,0,5
6,0,2,1,3,0,6
6,0,3,6,3,1,0
6,0,3,6,3,1,1
6,0,3,6,3,1,2
6,0,3,6,3,1,3
6,0,3,6,3,1,4
6,0,3,6,3,1,5
6,0,3,6,3,1,6
6,0,3,6,3,0,0
6,0,3,6,3,0,1
6,0,3,6,3,0,2
6,0,3,6,3,0,3
6,0,3,6,3,0,4
6,0,3,6,3,0,5
6,0,3,6,3,0,6
6,0,3,0,3,1,0
6,0,3,0,3,1,1
6,0,3,0,3,1,2
6,0,3,0,3,1,3
6,0,3,0,3,1,4
6,0,3,0,3,1,5
6,0,3,0,3,1,6
6,0,3,0,3,0,0
6,0,3,0,3,0,1
6,0,3,0,3,0,2
6,0,3,0,3,0,3
6,0,3,0,3,0,4
6,0,3,0,3,0,5
6,0,3,0,3,0,6
6,0,3,2,3,1,0
6,0,3,2,3,1,1
6,0,3,2,3,1,2
6,0,3,2,3,1,3
6,0,3,2,3,1,4
6,0,3,2,3,1,5
6,0,3,2,3,1,6
6,0,3,2,3,0,0
6,0,3,2,3,0,1
6,0,3,2,3,0,2
6,0,3,2,3,0,3
6,0,3,2,3,0,4
6,0,3,2,3,0,5
6,0,3,2,3,0,6
6,0,3,3,3,1,0
6,0,3,3,3,1,1
6,0,3,3,3,1,2
6,0,3,3,3,1,3
6,0,3,3,3,1,4
6,0,3,3,3,1,5
6,0,3,3,3,1,6
6,0,3,3,3,0,0
6,0,3,3,3,0,1
6,0,3,3,3,0,2
6,0,3,3,3,0,3
6,0,3,3,3,0,4
6,0,3,3,3,0,5
6,0,3,3,3,0,6
6,0,3,4,3,1,0
6,0,3,4,3,1,1
6,0,3,4,3,1,2
6,0,3,4,3,1,3
6,0,3,4,3,1,4
6,0,3,4,3,1,5
6,0,3,4,3,1,6
6,0,3,4,3,0,0
6,0,3,4,3,0,1
6,0,3,4,3,0,2
6,0,3,4,3,0,3
6,0,3,4,3,0,4
6,0,3,4,3,0,5
6,0,3,4,3,0,6
6,0,3,5,3,1,0
6,0,3,5,3,1,1
6,0,3,5,3,1,2
6,0,3,5,3,1,3
6,0,3,5,3,1,4
6,0,3,5,3,1,5
6,0,3,5,3,1,6
6,0,3,5,3,0,0
6,0,3,5,3,0,1
6,0,3,5,3,0,2
6,0,3,5,3,0,3
6,0,3,5,3,0,4
6,0,3,5,3,0,5
6,0,3,5,3,0,6
6,0,3,1,3,1,0
6,0,3,1,3,1,1
6,0,3,1,3,1,2
6,0,3,1,3,1,3
6,0,3,1,3,1,4
6,0,3,1,3,1,5
6,0,3,1,3,1,6
6,0,3,1,3,0,0
6,0,3,1,3,0,1
6,0,3,1,3,0,2
6,0,3,1,3,0,3
6,0,3,1,3,0,4
6,0,3,1,3,0,5
6,0,3,1,3,0,6
6,0,4,6,3,1,0
6,0,4,6,3,1,1
6,0,4,6,3,1,2
6,0,4,6,3,1,3
6,0,4,6,3,1,4
6,0,4,6,3,1,5
6,0,4,6,3,1,6
6,0,4,6,3,0,0
6,0,4,6,3,0,1
6,0,4,6,3,0,2
6,0,4,6,3,0,3
6,0,4,6,3,0,4
6,0,4,6,3,0,5
6,0,4,6,3,0,6
6,0,4,0,3,1,0
6,0,4,0,3,1,1
6,0,4,0,3,1,2
6,0,4,0,3,1,3
6,0,4,0,3,1,4
6,0,4,0,3,1,5
6,0,4,0,3,1,6
6,0,4,0,3,0,0
6,0,4,0,3,0,1
6,0,4,0,3,0,2
6,0,4,0,3,0,3
6,0,4,0,3,0,4
6,0,4,0,3,0,5
6,0,4,0,3,0,6
6,0,4,2,3,1,0
6,0,4,2,3,1,1
6,0,4,2,3,1,2
6,0,4,2,3,1,3
6,0,4,2,3,1,4
6,0,4,2,3,1,5
6,0,4,2,3,1,6
6,0,4,2,3,0,0
6,0,4,2,3,0,1
6,0,4,2,3,0,2
6,0,4,2,3,0,3
6,0,4,2,3,0,4
6,0,4,2,3,0,5
6,0,4,2,3,0,6
6,0,4,3,3,1,0
6,0,4,3,3,1,1
6,0,4,3,3,1,2
6,0,4,3,3,1,3
6,0,4,3,3,1,4
6,0,4,3,3,1,5
6,0,4,3,3,1,6
6,0,4,3,3,0,0
6,0,4,3,3,0,1
6,0,4,3,3,0,2
6,0,4,3,3,0,3
6,0,4,3,3,0,4
6,0,4,3,3,0,5
6,0,4,3,3,0,6
6,0,4,4,3,1,0
6,0,4,4,3,1,1
6,0,4,4,3,1,2
6,0,4,4,3,1,3
6,0,4,4,3,1,4
6,0,4,4,3,1,5
6,0,4,4,3,1,6
6,0,4,4,3,0,0
6,0,4,4,3,0,1
6,0,4,4,3,0,2
6,0,4,4,3,0,3
6,0,4,4,3,0,4
6,0,4,4,3,0,5
6,0,4,4,3,0,6
6,0,4,5,3,1,0
6,0,4,5,3,1,1
6,0,4,5,3,1,2
6,0,4,5,3,1,3
6,0,4,5,3,1,4
6,0,4,5,3,1,5
6,0,4,5,3,1,6
6,0,4,5,3,0,0
6,0,4,5,3,0,1
6,0,4,5,3,0,2
6,0,4,5,3,0,3
6,0,4,5,3,0,4
6,0,4,5,3,0,5
6,0,4,5,3,0,6
6,0,4,1,3,1,0
6,0,4,1,3,1,1
6,0,4,1,3,1,2
6,0,4,1,3,1,3
6,0,4,1,3,1,4
6,0,4,1,3,1,5
6,0,4,1,3,1,6
6,0,4,1,3,0,0
6,0,4,1,3,0,1
6,0,4,1,3,0,2
6,0,4,1,3,0,3
6,0,4,1,3,0,4
6,0,4,1,3,0,5
6,0,4,1,3,0,6
6,0,1,6,3,1,0
6,0,1,6,3,1,1
6,0,1,6,3,1,2
6,0,1,6,3,1,3
6,0,1,6,3,1,4
6,0,1,6,3,1,5
6,0,1,6,3,1,6
6,0,1,6,3,0,0
6,0,1,6,3,0,1
6,0,1,6,3,0,2
6,0,1,6,3,0,3
6,0,1,6,3,0,4
6,0,1,6,3,0,5
6,0,1,6,3,0,6
6,0,1,0,3,1,0
6,0,1,0,3,1,1
6,0,1,0,3,1,2
6,0,1,0,3,1,3
6,0,1,0,3,1,4
6,0,1,0,3,1,5
6,0,1,0,3,1,6
6,0,1,0,3,0,0
6,0,1,0,3,0,1
6,0,1,0,3,0,2
6,0,1,0,3,0,3
6,0,1,0,3,0,4
6,0,1,0,3,0,5
6,0,1,0,3,0,6
6,0,1,2,3,1,0
6,0,1,2,3,1,1
6,0,1,2,3,1,2
6,0,1,2,3,1,3
6,0,1,2,3,1,4
6,0,1,2,3,1,5
6,0,1,2,3,1,6
6,0,1,2,3,0,0
6,0,1,2,3,0,1
6,0,1,2,3,0,2
6,0,1,2,3,0,3
6,0,1,2,3,0,4
6,0,1,2,3,0,5
6,0,1,2,3,0,6
6,0,1,3,3,1,0
6,0,1,3,3,1,1
6,0,1,3,3,1,2
6,0,1,3,3,1,3
6,0,1,3,3,1,4
6,0,1,3,3,1,5
6,0,1,3,3,1,6
6,0,1,3,3,0,0
6,0,1,3,3,0,1
6,0,1,3,3,0,2
6,0,1,3,3,0,3
6,0,1,3,3,0,4
6,0,1,3,3,0,5
6,0,1,3,3,0,6
6,0,1,4,3,1,0
6,0,1,4,3,1,1
6,0,1,4,3,1,2
6,0,1,4,3,1,3
6,0,1,4,3,1,4
6,0,1,4,3,1,5
6,0,1,4,3,1,6
6,0,1,4,3,0,0
6,0,1,4,3,0,1
6,0,1,4,3,0,2
6,0,1,4,3,0,3
6,0,1,4,3,0,4
6,0,1,4,3,0,5
6,0,1,4,3,0,6
6,0,1,5,3,1,0
6,0,1,5,3,1,1
6,0,1,5,3,1,2
6,0,1,5,3,1,3
6,0,1,5,3,1,4
6,0,1,5,3,1,5
6,0,1,5,3,1,6
6,0,1,5,3,0,0
6,0,1,5,3,0,1
6,0,1,5,3,0,2
6,0,1,5,3,0,3
6,0,1,5,3,0,4
6,0,1,5,3,0,5
6,0,1,5,3,0,6
6,0,1,1,3,1,0
6,0,1,1,3,1,1
6,0,1,1,3,1,2
6,0,1,1,3,1,3
6,0,1,1,3,1,4
6,0,1,1,3,1,5
6,0,1,1,3,1,6
6,0,1,1,3,0,0
6,0,1,1,3,0,1
6,0,1,1,3,0,2
6,0,1,1,3,0,3
6,0,1,1,3,0,4
6,0,1,1,3,0,5
6,0,1,1,3,0,6
6,0,5,6,2,1,0
6,0,5,6,2,1,1
6,0,5,6,2,1,2
6,0,5,6,2,1,3
6,0,5,6,2,1,4
6,0,5,6,2,1,5
6,0,5,6,2,1,6
6,0,5,6,2,0,0
6,0,5,6,2,0,1
6,0,5,6,2,0,2
6,0,5,6,2,0,3
6,0,5,6,2,0,4
6,0,5,6,2,0,5
6,0,5,6,2,0,6
6,0,5,0,2,1,0
6,0,5,0,2,1,1
6,0,5,0,2,1,2
6,0,5,0,2,1,3
6,0,5,0,2,1,4
6,0,5,0,2,1,5
6,0,5,0,2,1,6
6,0,5,0,2,0,0
6,0,5,0,2,0,1
6,0,5,0,2,0,2
6,0,5,0,2,0,3
6,0,5,0,2,0,4
6,0,5,0,2,0,5
6,0,5,0,2,0,6
6,0,5,2,2,1,0
6,0,5,2,2,1,1
6,0,5,2,2,1,2
6,0,5,2,2,1,3
6,0,5,2,2,1,4
6,0,5,2,2,1,5
6,0,5,2,2,1,6
6,0,5,2,2,0,0
6,0,5,2,2,0,1
6,0,5,2,2,0,2
6,0,5,2,2,0,3
6,0,5,2,2,0,4
6,0,5,2,2,0,5
6,0,5,2,2,0,6
6,0,5,3,2,1,0
6,0,5,3,2,1,1
6,0,5,3,2,1,2
6,0,5,3,2,1,3
6,0,5,3,2,1,4
6,0,5,3,2,1,5
6,0,5,3,2,1,6
6,0,5,3,2,0,0
6,0,5,3,2,0,1
6,0,5,3,2,0,2
6,0,5,3,2,0,3
6,0,5,3,2,0,4
6,0,5,3,2,0,5
6,0,5,3,2,0,6
6,0,5,4,2,1,0
6,0,5,4,2,1,1
6,0,5,4,2,1,2
6,0,5,4,2,1,3
6,0,5,4,2,1,4
6,0,5,4,2,1,5
