Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
3,0,3,3,3,0,0
3,0,3,3,3,0,1
3,0,3,3,3,0,2
3,0,3,3,3,0,3
3,0,3,3,3,0,4
3,0,3,3,3,0,5
3,0,3,3,3,0,6
3,0,3,4,3,1,0
3,0,3,4,3,1,1
3,0,3,4,3,1,2
3,0,3,4,3,1,3
3,0,3,4,3,1,4
3,0,3,4,3,1,5
3,0,3,4,3,1,6
3,0,3,4,3,0,0
3,0,3,4,3,0,1
3,0,3,4,3,0,2
3,0,3,4,3,0,3
3,0,3,4,3,0,4
3,0,3,4,3,0,5
3,0,3,4,3,0,6
3,0,3,5,3,1,0
3,0,3,5,3,1,1
3,0,3,5,3,1,2
3,0,3,5,3,1,3
3,0,3,5,3,1,4
3,0,3,5,3,1,5
3,0,3,5,3,1,6
3,0,3,5,3,0,0
3,0,3,5,3,0,1
3,0,3,5,3,0,2
3,0,3,5,3,0,3
3,0,3,5,3,0,4
3,0,3,5,3,0,5
3,0,3,5,3,0,6
3,0,3,1,3,1,0
3,0,3,1,3,1,1
3,0,3,1,3,1,2
3,0,3,1,3,1,3
3,0,3,1,3,1,4
3,0,3,1,3,1,5
3,0,3,1,3,1,6
3,0,3,1,3,0,0
3,0,3,1,3,0,1
3,0,3,1,3,0,2
3,0,3,1,3,0,3
3,0,3,1,3,0,4
3,0,3,1,3,0,5
3,0,3,1,3,0,6
3,0,4,6,3,1,0
3,0,4,6,3,1,1
3,0,4,6,3,1,2
3,0,4,6,3,1,3
3,0,4,6,3,1,4
3,0,4,6,3,1,5
3,0,4,6,3,1,6
3,0,4,6,3,0,0
3,0,4,6,3,0,1
3,0,4,6,3,0,2
3,0,4,6,3,0,3
3,0,4,6,3,0,4
3,0,4,6,3,0,5
3,0,4,6,3,0,6
3,0,4,0,3,1,0
3,0,4,0,3,1,1
3,0,4,0,3,1,2
3,0,4,0,3,1,3
3,0,4,0,3,1,4
3,0,4,0,3,1,5
3,0,4,0,3,1,6
3,0,4,0,3,0,0
3,0,4,0,3,0,1
3,0,4,0,3,0,2
3,0,4,0,3,0,3
3,0,4,0,3,0,4
3,0,4,0,3,0,5
3,0,4,0,3,0,6
3,0,4,2,3,1,0
3,0,4,2,3,1,1
3,0,4,2,3,1,2
3,0,4,2,3,1,3
3,0,4,2,3,1,4
3,0,4,2,3,1,5
3,0,4,2,3,1,6
3,0,4,2,3,0,0
3,0,4,2,3,0,1
3,0,4,2,3,0,2
3,0,4,2,3,0,3
3,0,4,2,3,0,4
3,0,4,2,3,0,5
3,0,4,2,3,0,6
3,0,4,3,3,1,0
3,0,4,3,3,1,1
3,0,4,3,3,1,2
3,0,4,3,3,1,3
3,0,4,3,3,1,4
3,0,4,3,3,1,5
3,0,4,3,3,1,6
3,0,4,3,3,0,0
3,0,4,3,3,0,1
3,0,4,3,3,0,2
3,0,4,3,3,0,3
3,0,4,3,3,0,4
3,0,4,3,3,0,5
3,0,4,3,3,0,6
3,0,4,4,3,1,0
3,0,4,4,3,1,1
3,0,4,4,3,1,2
3,0,4,4,3,1,3
3,0,4,4,3,1,4
3,0,4,4,3,1,5
3,0,4,4,3,1,6
3,0,4,4,3,0,0
3,0,4,4,3,0,1
3,0,4,4,3,0,2
3,0,4,4,3,0,3
3,0,4,4,3,0,4
3,0,4,4,3,0,5
3,0,4,4,3,0,6
3,0,4,5,3,1,0
3,0,4,5,3,1,1
3,0,4,5,3,1,2
3,0,4,5,3,1,3
3,0,4,5,3,1,4
3,0,4,5,3,1,5
3,0,4,5,3,1,6
3,0,4,5,3,0,0
3,0,4,5,3,0,1
3,0,4,5,3,0,2
3,0,4,5,3,0,3
3,0,4,5,3,0,4
3,0,4,5,3,0,5
3,0,4,5,3,0,6
3,0,4,1,3,1,0
3,0,4,1,3,1,1
3,0,4,1,3,1,2
3,0,4,1,3,1,3
3,0,4,1,3,1,4
3,0,4,1,3,1,5
3,0,4,1,3,1,6
3,0,4,1,3,0,0
3,0,4,1,3,0,1
3,0,4,1,3,0,2
3,0,4,1,3,0,3
3,0,4,1,3,0,4
3,0,4,1,3,0,5
3,0,4,1,3,0,6
3,0,1,6,3,1,0
3,0,1,6,3,1,1
3,0,1,6,3,1,2
3,0,1,6,3,1,3
3,0,1,6,3,1,4
3,0,1,6,3,1,5
3,0,1,6,3,1,6
3,0,1,6,3,0,0
3,0,1,6,3,0,1
3,0,1,6,3,0,2
3,0,1,6,3,0,3
3,0,1,6,3,0,4
3,0,1,6,3,0,5
3,0,1,6,3,0,6
3,0,1,0,3,1,0
3,0,1,0,3,1,1
3,0,1,0,3,1,2
3,0,1,0,3,1,3
3,0,1,0,3,1,4
3,0,1,0,3,1,5
3,0,1,0,3,1,6
3,0,1,0,3,0,0
3,0,1,0,3,0,1
3,0,1,0,3,0,2
3,0,1,0,3,0,3
3,0,1,0,3,0,4
3,0,1,0,3,0,5
3,0,1,0,3,0,6
3,0,1,2,3,1,0
3,0,1,2,3,1,1
3,0,1,2,3,1,2
3,0,1,2,3,1,3
3,0,1,2,3,1,4
3,0,1,2,3,1,5
3,0,1,2,3,1,6
3,0,1,2,3,0,0
3,0,1,2,3,0,1
3,0,1,2,3,0,2
3,0,1,2,3,0,3
3,0,1,2,3,0,4
3,0,1,2,3,0,5
3,0,1,2,3,0,6
3,0,1,3,3,1,0
3,0,1,3,3,1,1
3,0,1,3,3,1,2
3,0,1,3,3,1,3
3,0,1,3,3,1,4
3,0,1,3,3,1,5
3,0,1,3,3,1,6
3,0,1,3,3,0,0
3,0,1,3,3,0,1
3,0,1,3,3,0,2
3,0,1,3,3,0,3
3,0,1,3,3,0,4
3,0,1,3,3,0,5
3,0,1,3,3,0,6
3,0,1,4,3,1,0
3,0,1,4,3,1,1
3,0,1,4,3,1,2
3,0,1,4,3,1,3
3,0,1,4,3,1,4
3,0,1,4,3,1,5
3,0,1,4,3,1,6
3,0,1,4,3,0,0
3,0,1,4,3,0,1
3,0,1,4,3,0,2
3,0,1,4,3,0,3
3,0,1,4,3,0,4
3,0,1,4,3,0,5
3,0,1,4,3,0,6
3,0,1,5,3,1,0
3,0,1,5,3,1,1
3,0,1,5,3,1,2
3,0,1,5,3,1,3
3,0,1,5,3,1,4
3,0,1,5,3,1,5
3,0,1,5,3,1,6
3,0,1,5,3,0,0
3,0,1,5,3,0,1
3,0,1,5,3,0,2
3,0,1,5,3,0,3
3,0,1,5,3,0,4
3,0,1,5,3,0,5
3,0,1,5,3,0,6
3,0,1,1,3,1,0
3,0,1,1,3,1,1
3,0,1,1,3,1,2
3,0,1,1,3,1,3
3,0,1,1,3,1,4
3,0,1,1,3,1,5
3,0,1,1,3,1,6
3,0,1,1,3,0,0
3,0,1,1,3,0,1
3,0,1,1,3,0,2
3,0,1,1,3,0,3
3,0,1,1,3,0,4
3,0,1,1,3,0,5
3,0,1,1,3,0,6
3,0,5,6,2,1,0
3,0,5,6,2,1,1
3,0,5,6,2,1,2
3,0,5,6,2,1,3
3,0,5,6,2,1,4
3,0,5,6,2,1,5
3,0,5,6,2,1,6
3,0,5,6,2,0,0
3,0,5,6,2,0,1
3,0,5,6,2,0,2
3,0,5,6,2,0,3
3,0,5,6,2,0,4
3,0,5,6,2,0,5
3,0,5,6,2,0,6
3,0,5,0,2,1,0
3,0,5,0,2,1,1
3,0,5,0,2,1,2
3,0,5,0,2,1,3
3,0,5,0,2,1,4
3,0,5,0,2,1,5
3,0,5,0,2,1,6
3,0,5,0,2,0,0
3,0,5,0,2,0,1
3,0,5,0,2,0,2
3,0,5,0,2,0,3
3,0,5,0,2,0,4
3,0,5,0,2,0,5
3,0,5,0,2,0,6
3,0,5,2,2,1,0
3,0,5,2,2,1,1
3,0,5,2,2,1,2
3,0,5,2,2,1,3
3,0,5,2,2,1,4
3,0,5,2,2,1,5
3,0,5,2,2,1,6
3,0,5,2,2,0,0
3,0,5,2,2,0,1
3,0,5,2,2,0,2
3,0,5,2,2,0,3
3,0,5,2,2,0,4
3,0,5,2,2,0,5
3,0,5,2,2,0,6
3,0,5,3,2,1,0
3,0,5,3,2,1,1
3,0,5,3,2,1,2
3,0,5,3,2,1,3
3,0,5,3,2,1,4
3,0,5,3,2,1,5
3,0,5,3,2,1,6
3,0,5,3,2,0,0
3,0,5,3,2,0,1
3,0,5,3,2,0,2
3,0,5,3,2,0,3
3,0,5,3,2,0,4
3,0,5,3,2,0,5
3,0,5,3,2,0,6
3,0,5,4,2,1,0
3,0,5,4,2,1,1
3,0,5,4,2,1,2
3,0,5,4,2,1,3
3,0,5,4,2,1,4
3,0,5,4,2,1,5
3,0,5,4,2,1,6
3,0,5,4,2,0,0
3,0,5,4,2,0,1
3,0,5,4,2,0,2
3,0,5,4,2,0,3
3,0,5,4,2,0,4
3,0,5,4,2,0,5
3,0,5,4,2,0,6
3,0,5,5,2,1,0
3,0,5,5,2,1,1
3,0,5,5,2,1,2
3,0,5,5,2,1,3
3,0,5,5,2,1,4
3,0,5,5,2,1,5
3,0,5,5,2,1,6
3,0,5,5,2,0,0
3,0,5,5,2,0,1
3,0,5,5,2,0,2
3,0,5,5,2,0,3
3,0,5,5,2,0,4
3,0,5,5,2,0,5
3,0,5,5,2,0,6
3,0,5,1,2,1,0
3,0,5,1,2,1,1
3,0,5,1,2,1,2
3,0,5,1,2,1,3
3,0,5,1,2,1,4
3,0,5,1,2,1,5
3,0,5,1,2,1,6
3,0,5,1,2,0,0
3,0,5,1,2,0,1
3,0,5,1,2,0,2
3,0,5,1,2,0,3
3,0,5,1,2,0,4
3,0,5,1,2,0,5
3,0,5,1,2,0,6
3,394,0,6,2,1,0
3,190,0,6,2,1,1
3,171,0,6,2,1,2
3,181,0,6,2,1,3
3,439,0,6,2,1,4
3,262,0,6,2,1,5
3,128,0,6,2,1,6
3,70,0,6,2,0,0
3,58,0,6,2,0,1
3,57,0,6,2,0,2
3,78,0,6,2,0,3
3,135,0,6,2,0,4
3,65,0,6,2,0,5
3,31,0,6,2,0,6
3,249,0,0,2,1,0
3,150,0,0,2,1,1
3,134,0,0,2,1,2
3,126,0,0,2,1,3
3,282,0,0,2,1,4
3,171,0,0,2,1,5
3,79,0,0,2,1,6
3,27,0,0,2,0,0
3,30,0,0,2,0,1
3,20,0,0,2,0,2
3,31,0,0,2,0,3
3,50,0,0,2,0,4
3,30,0,0,2,0,5
3,14,0,0,2,0,6
3,153,0,2,2,1,0
3,126,0,2,2,1,1
3,86,0,2,2,1,2
3,95,0,2,2,1,3
3,164,0,2,2,1,4
3,78,0,2,2,1,5
3,30,0,2,2,1,6
3,18,0,2,2,0,0
3,10,0,2,2,0,1
3,12,0,2,2,0,2
3,16,0,2,2,0,3
3,23,0,2,2,0,4
3,9,0,2,2,0,5
3,8,0,2,2,0,6
3,89,0,3,2,1,0
3,81,0,3,2,1,1
3,44,0,3,2,1,2
3,44,0,3,2,1,3
3,86,0,3,2,1,4
3,39,0,3,2,1,5
3,15,0,3,2,1,6
3,1,0,3,2,0,0
3,7,0,3,2,0,1
3,5,0,3,2,0,2
3,7,0,3,2,0,3
3,10,0,3,2,0,4
3,8,0,3,2,0,5
3,0,0,3,2,0,6
3,78,0,4,2,1,0
3,45,0,4,2,1,1
3,39,0,4,2,1,2
3,35,0,4,2,1,3
3,54,0,4,2,1,4
3,23,0,4,2,1,5
3,6,0,4,2,1,6
3,4,0,4,2,0,0
3,0,0,4,2,0,1
3,2,0,4,2,0,2
3,1,0,4,2,0,3
3,7,0,4,2,0,4
3,1,0,4,2,0,5
3,1,0,4,2,0,6
3,121,0,5,2,1,0
3,96,0,5,2,1,1
3,51,0,5,2,1,2
3,57,0,5,2,1,3
3,54,0,5,2,1,4
3,21,0,5,2,1,5
3,6,0,5,2,1,6
3,4,0,5,2,0,0
3,3,0,5,2,0,1
3,5,0,5,2,0,2
3,8,0,5,2,0,3
3,5,0,5,2,0,4
3,2,0,5,2,0,5
3,4,0,5,2,0,6
3,11,0,1,2,1,0
3,14,0,1,2,1,1
3,4,0,1,2,1,2
3,3,0,1,2,1,3
3,7,0,1,2,1,4
3,1,0,1,2,1,5
3,1,0,1,2,1,6
3,0,0,1,2,0,0
3,0,0,1,2,0,1
3,0,0,1,2,0,2
3,0,0,1,2,0,3
3,0,0,1,2,0,4
3,1,0,1,2,0,5
3,0,0,1,2,0,6
3,205,2,6,2,1,0
3,70,2,6,2,1,1
3,84,2,6,2,1,2
3,61,2,6,2,1,3
3,159,2,6,2,1,4
3,73,2,6,2,1,5
3,44,2,6,2,1,6
3,31,2,6,2,0,0
3,18,2,6,2,0,1
3,21,2,6,2,0,2
3,13,2,6,2,0,3
3,25,2,6,2,0,4
3,21,2,6,2,0,5
3,9,2,6,2,0,6
3,133,2,0,2,1,0
3,68,2,0,2,1,1
3,70,2,0,2,1,2
3,72,2,0,2,1,3
3,150,2,0,2,1,4
3,84,2,0,2,1,5
3,36,2,0,2,1,6
3,14,2,0,2,0,0
3,7,2,0,2,0,1
3,12,2,0,2,0,2
3,15,2,0,2,0,3
3,26,2,0,2,0,4
3,9,2,0,2,0,5
3,6,2,0,2,0,6
3,131,2,2,2,1,0
3,78,2,2,2,1,1
3,61,2,2,2,1,2
3,65,2,2,2,1,3
3,117,2,2,2,1,4
3,53,2,2,2,1,5
3,20,2,2,2,1,6
3,11,2,2,2,0,0
3,8,2,2,2,0,1
3,5,2,2,2,0,2
3,5,2,2,2,0,3
3,11,2,2,2,0,4
3,6,2,2,2,0,5
3,4,2,2,2,0,6
3,89,2,3,2,1,0
3,55,2,3,2,1,1
3,49,2,3,2,1,2
3,46,2,3,2,1,3
3,66,2,3,2,1,4
3,31,2,3,2,1,5
3,8,2,3,2,1,6
3,5,2,3,2,0,0
3,0,2,3,2,0,1
3,5,2,3,2,0,2
3,3,2,3,2,0,3
3,9,2,3,2,0,4
3,3,2,3,2,0,5
3,1,2,3,2,0,6
3,73,2,4,2,1,0
3,54,2,4,2,1,1
3,35,2,4,2,1,2
3,25,2,4,2,1,3
3,34,2,4,2,1,4
3,16,2,4,2,1,5
3,5,2,4,2,1,6
3,4,2,4,2,0,0
3,4,2,4,2,0,1
3,7,2,4,2,0,2
3,2,2,4,2,0,3
3,6,2,4,2,0,4
3,0,2,4,2,0,5
3,0,2,4,2,0,6
3,143,2,5,2,1,0
3,119,2,5,2,1,1
3,70,2,5,2,1,2
3,47,2,5,2,1,3
3,60,2,5,2,1,4
3,22,2,5,2,1,5
3,5,2,5,2,1,6
3,3,2,5,2,0,0
3,3,2,5,2,0,1
3,6,2,5,2,0,2
3,4,2,5,2,0,3
3,6,2,5,2,0,4
3,1,2,5,2,0,5
3,4,2,5,2,0,6
3,21,2,1,2,1,0
3,20,2,1,2,1,1
3,10,2,1,2,1,2
3,10,2,1,2,1,3
3,6,2,1,2,1,4
3,6,2,1,2,1,5
3,1,2,1,2,1,6
3,0,2,1,2,0,0
3,0,2,1,2,0,1
3,0,2,1,2,0,2
3,1,2,1,2,0,3
3,2,2,1,2,0,4
3,1,2,1,2,0,5
3,0,2,1,2,0,6
3,102,3,6,2,1,0
3,37,3,6,2,1,1
3,32,3,6,2,1,2
3,31,3,6,2,1,3
3,52,3,6,2,1,4
3,28,3,6,2,1,5
3,17,3,6,2,1,6
3,10,3,6,2,0,0
3,4,3,6,2,0,1
3,6,3,6,2,0,2
3,6,3,6,2,0,3
3,13,3,6,2,0,4
3,5,3,6,2,0,5
3,1,3,6,2,0,6
3,83,3,0,2,1,0
3,38,3,0,2,1,1
3,35,3,0,2,1,2
3,38,3,0,2,1,3
3,81,3,0,2,1,4
3,22,3,0,2,1,5
3,7,3,0,2,1,6
3,5,3,0,2,0,0
3,9,3,0,2,0,1
3,5,3,0,2,0,2
3,3,3,0,2,0,3
3,18,3,0,2,0,4
3,3,3,0,2,0,5
3,0,3,0,2,0,6
3,84,3,2,2,1,0
3,40,3,2,2,1,1
3,35,3,2,2,1,2
3,40,3,2,2,1,3
3,61,3,2,2,1,4
3,20,3,2,2,1,5
3,6,3,2,2,1,6
3,4,3,2,2,0,0
3,2,3,2,2,0,1
3,7,3,2,2,0,2
3,5,3,2,2,0,3
3,8,3,2,2,0,4
3,6,3,2,2,0,5
3,1,3,2,2,0,6
3,53,3,3,2,1,0
3,43,3,3,2,1,1
3,32,3,3,2,1,2
3,19,3,3,2,1,3
3,43,3,3,2,1,4
3,14,3,3,2,1,5
3,0,3,3,2,1,6
3,5,3,3,2,0,0
3,2,3,3,2,0,1
3,5,3,3,2,0,2
3,4,3,3,2,0,3
3,6,3,3,2,0,4
3,1,3,3,2,0,5
3,0,3,3,2,0,6
3,46,3,4,2,1,0
3,45,3,4,2,1,1
3,23,3,4,2,1,2
3,17,3,4,2,1,3
3,25,3,4,2,1,4
3,10,3,4,2,1,5
3,5,3,4,2,1,6
3,1,3,4,2,0,0
3,1,3,4,2,0,1
3,1,3,4,2,0,2
3,1,3,4,2,0,3
3,1,3,4,2,0,4
3,3,3,4,2,0,5
3,0,3,4,2,0,6
3,140,3,5,2,1,0
3,103,3,5,2,1,1
3,51,3,5,2,1,2
3,40,3,5,2,1,3
3,45,3,5,2,1,4
3,14,3,5,2,1,5
3,2,3,5,2,1,6
3,2,3,5,2,0,0
3,4,3,5,2,0,1
3,2,3,5,2,0,2
3,3,3,5,2,0,3
3,5,3,5,2,0,4
3,3,3,5,2,0,5
3,1,3,5,2,0,6
3,32,3,1,2,1,0
3,21,3,1,2,1,1
3,10,3,1,2,1,2
3,2,3,1,2,1,3
3,8,3,1,2,1,4
3,0,3,1,2,1,5
3,1,3,1,2,1,6
3,0,3,1,2,0,0
3,0,3,1,2,0,1
3,1,3,1,2,0,2
3,0,3,1,2,0,3
3,3,3,1,2,0,4
3,1,3,1,2,0,5
3,0,3,1,2,0,6
3,210,4,6,2,1,0
3,35,4,6,2,1,1
3,32,4,6,2,1,2
3,30,4,6,2,1,3
3,61,4,6,2,1,4
3,15,4,6,2,1,5
3,5,4,6,2,1,6
3,22,4,6,2,0,0
3,10,4,6,2,0,1
3,10,4,6,2,0,2
3,8,4,6,2,0,3
3,10,4,6,2,0,4
3,4,4,6,2,0,5
3,1,4,6,2,0,6
3,113,4,0,2,1,0
3,61,4,0,2,1,1
3,54,4,0,2,1,2
3,38,4,0,2,1,3
3,85,4,0,2,1,4
3,31,4,0,2,1,5
3,12,4,0,2,1,6
3,15,4,0,2,0,0
3,9,4,0,2,0,1
3,5,4,0,2,0,2
3,5,4,0,2,0,3
3,7,4,0,2,0,4
3,4,4,0,2,0,5
3,1,4,0,2,0,6
3,147,4,2,2,1,0
3,86,4,2,2,1,1
3,59,4,2,2,1,2
3,61,4,2,2,1,3
3,80,4,2,2,1,4
3,27,4,2,2,1,5
3,8,4,2,2,1,6
3,10,4,2,2,0,0
3,11,4,2,2,0,1
3,9,4,2,2,0,2
3,5,4,2,2,0,3
3,9,4,2,2,0,4
3,1,4,2,2,0,5
3,0,4,2,2,0,6
3,153,4,3,2,1,0
3,83,4,3,2,1,1
3,66,4,3,2,1,2
3,64,4,3,2,1,3
3,85,4,3,2,1,4
3,28,4,3,2,1,5
3,5,4,3,2,1,6
3,7,4,3,2,0,0
3,7,4,3,2,0,1
3,0,4,3,2,0,2
3,6,4,3,2,0,3
3,5,4,3,2,0,4
3,3,4,3,2,0,5
3,0,4,3,2,0,6
3,150,4,4,2,1,0
3,90,4,4,2,1,1
3,82,4,4,2,1,2
3,45,4,4,2,1,3
3,71,4,4,2,1,4
3,20,4,4,2,1,5
3,4,4,4,2,1,6
3,7,4,4,2,0,0
3,5,4,4,2,0,1
3,3,4,4,2,0,2
3,6,4,4,2,0,3
3,4,4,4,2,0,4
3,4,4,4,2,0,5
3,1,4,4,2,0,6
3,507,4,5,2,1,0
3,338,4,5,2,1,1
3,228,4,5,2,1,2
3,130,4,5,2,1,3
3,179,4,5,2,1,4
3,43,4,5,2,1,5
3,8,4,5,2,1,6
3,7,4,5,2,0,0
3,15,4,5,2,0,1
3,10,4,5,2,0,2
3,11,4,5,2,0,3
3,18,4,5,2,0,4
3,6,4,5,2,0,5
3,2,4,5,2,0,6
3,138,4,1,2,1,0
3,110,4,1,2,1,1
3,59,4,1,2,1,2
3,35,4,1,2,1,3
3,43,4,1,2,1,4
3,6,4,1,2,1,5
3,1,4,1,2,1,6
3,1,4,1,2,0,0
3,5,4,1,2,0,1
3,0,4,1,2,0,2
3,4,4,1,2,0,3
3,8,4,1,2,0,4
3,2,4,1,2,0,5
3,1,4,1,2,0,6
3,85,1,6,2,1,0
3,9,1,6,2,1,1
3,8,1,6,2,1,2
3,12,1,6,2,1,3
3,11,1,6,2,1,4
3,7,1,6,2,1,5
3,1,1,6,2,1,6
3,8,1,6,2,0,0
3,2,1,6,2,0,1
3,1,1,6,2,0,2
3,2,1,6,2,0,3
3,6,1,6,2,0,4
3,1,1,6,2,0,5
3,1,1,6,2,0,6
3,29,1,0,2,1,0
3,17,1,0,2,1,1
3,14,1,0,2,1,2
3,11,1,0,2,1,3
3,11,1,0,2,1,4
3,3,1,0,2,1,5
3,0,1,0,2,1,6
3,0,1,0,2,0,0
3,3,1,0,2,0,1
3,2,1,0,2,0,2
3,1,1,0,2,0,3
3,2,1,0,2,0,4
3,1,1,0,2,0,5
3,0,1,0,2,0,6
3,62,1,2,2,1,0
3,35,1,2,2,1,1
3,21,1,2,2,1,2
3,10,1,2,2,1,3
3,12,1,2,2,1,4
3,5,1,2,2,1,5
3,0,1,2,2,1,6
3,1,1,2,2,0,0
3,2,1,2,2,0,1
3,1,1,2,2,0,2
3,0,1,2,2,0,3
3,1,1,2,2,0,4
3,3,1,2,2,0,5
3,1,1,2,2,0,6
3,74,1,3,2,1,0
3,29,1,3,2,1,1
3,21,1,3,2,1,2
3,17,1,3,2,1,3
3,28,1,3,2,1,4
3,5,1,3,2,1,5
3,1,1,3,2,1,6
3,4,1,3,2,0,0
3,1,1,3,2,0,1
3,3,1,3,2,0,2
3,1,1,3,2,0,3
3,3,1,3,2,0,4
3,1,1,3,2,0,5
3,1,1,3,2,0,6
3,90,1,4,2,1,0
3,37,1,4,2,1,1
3,34,1,4,2,1,2
3,19,1,4,2,1,3
3,18,1,4,2,1,4
3,3,1,4,2,1,5
3,0,1,4,2,1,6
3,2,1,4,2,0,0
3,3,1,4,2,0,1
3,1,1,4,2,0,2
3,1,1,4,2,0,3
3,1,1,4,2,0,4
3,1,1,4,2,0,5
3,0,1,4,2,0,6
3,347,1,5,2,1,0
3,211,1,5,2,1,1
3,136,1,5,2,1,2
3,83,1,5,2,1,3
3,77,1,5,2,1,4
3,15,1,5,2,1,5
3,3,1,5,2,1,6
3,4,1,5,2,0,0
3,9,1,5,2,0,1
3,8,1,5,2,0,2
3,5,1,5,2,0,3
3,10,1,5,2,0,4
3,0,1,5,2,0,5
3,0,1,5,2,0,6
3,192,1,1,2,1,0
3,124,1,1,2,1,1
3,59,1,1,2,1,2
3,49,1,1,2,1,3
3,47,1,1,2,1,4
3,7,1,1,2,1,5
3,1,1,1,2,1,6
3,1,1,1,2,0,0
3,2,1,1,2,0,1
3,0,1,1,2,0,2
3,2,1,1,2,0,3
3,7,1,1,2,0,4
3,0,1,1,2,0,5
3,0,1,1,2,0,6
3,0,5,6,1,1,0
3,0,5,6,1,1,1
3,0,5,6,1,1,2
3,0,5,6,1,1,3
3,0,5,6,1,1,4
3,0,5,6,1,1,5
3,0,5,6,1,1,6
3,0,5,6,1,0,0
3,0,5,6,1,0,1
3,0,5,6,1,0,2
3,0,5,6,1,0,3
3,0,5,6,1,0,4
3,0,5,6,1,0,5
3,0,5,6,1,0,6
3,0,5,0,1,1,0
3,0,5,0,1,1,1
3,0,5,0,1,1,2
3,0,5,0,1,1,3
3,0,5,0,1,1,4
3,0,5,0,1,1,5
3,0,5,0,1,1,6
3,0,5,0,1,0,0
3,0,5,0,1,0,1
3,0,5,0,1,0,2
3,0,5,0,1,0,3
3,0,5,0,1,0,4
3,0,5,0,1,0,5
3,0,5,0,1,0,6
3,0,5,2,1,1,0
3,0,5,2,1,1,1
3,0,5,2,1,1,2
3,0,5,2,1,1,3
3,0,5,2,1,1,4
3,0,5,2,1,1,5
3,0,5,2,1,1,6
3,0,5,2,1,0,0
3,0,5,2,1,0,1
3,0,5,2,1,0,2
3,0,5,2,1,0,3
3,0,5,2,1,0,4
3,0,5,2,1,0,5
3,0,5,2,1,0,6
3,0,5,3,1,1,0
3,0,5,3,1,1,1
3,0,5,3,1,1,2
3,0,5,3,1,1,3
3,0,5,3,1,1,4
3,0,5,3,1,1,5
3,0,5,3,1,1,6
3,0,5,3,1,0,0
3,0,5,3,1,0,1
3,0,5,3,1,0,2
3,0,5,3,1,0,3
3,0,5,3,1,0,4
3,0,5,3,1,0,5
3,0,5,3,1,0,6
3,0,5,4,1,1,0
3,0,5,4,1,1,1
3,0,5,4,1,1,2
3,0,5,4,1,1,3
3,0,5,4,1,1,4
3,0,5,4,1,1,5
3,0,5,4,1,1,6
3,0,5,4,1,0,0
3,0,5,4,1,0,1
3,0,5,4,1,0,2
3,0,5,4,1,0,3
3,0,5,4,1,0,4
3,0,5,4,1,0,5
3,0,5,4,1,0,6
3,0,5,5,1,1,0
3,0,5,5,1,1,1
3,0,5,5,1,1,2
3,0,5,5,1,1,3
3,0,5,5,1,1,4
3,0,5,5,1,1,5
3,0,5,5,1,1,6
3,0,5,5,1,0,0
3,0,5,5,1,0,1
3,0,5,5,1,0,2
3,0,5,5,1,0,3
3,0,5,5,1,0,4
3,0,5,5,1,0,5
3,0,5,5,1,0,6
3,0,5,1,1,1,0
3,0,5,1,1,1,1
3,0,5,1,1,1,2
3,0,5,1,1,1,3
3,0,5,1,1,1,4
3,0,5,1,1,1,5
3,0,5,1,1,1,6
3,0,5,1,1,0,0
3,0,5,1,1,0,1
3,0,5,1,1,0,2
3,0,5,1,1,0,3
3,0,5,1,1,0,4
3,0,5,1,1,0,5
3,0,5,1,1,0,6
3,362,0,6,1,1,0
3,180,0,6,1,1,1
3,182,0,6,1,1,2
3,234,0,6,1,1,3
3,382,0,6,1,1,4
3,245,0,6,1,1,5
3,153,0,6,1,1,6
3,54,0,6,1,0,0
3,53,0,6,1,0,1
3,58,0,6,1,0,2
3,66,0,6,1,0,3
3,135,0,6,1,0,4
3,69,0,6,1,0,5
3,38,0,6,1,0,6
3,193,0,0,1,1,0
3,141,0,0,1,1,1
3,116,0,0,1,1,2
3,150,0,0,1,1,3
3,317,0,0,1,1,4
3,178,0,0,1,1,5
3,65,0,0,1,1,6
3,26,0,0,1,0,0
3,21,0,0,1,0,1
3,29,0,0,1,0,2
3,22,0,0,1,0,3
3,58,0,0,1,0,4
3,31,0,0,1,0,5
3,15,0,0,1,0,6
3,140,0,2,1,1,0
3,93,0,2,1,1,1
3,83,0,2,1,1,2
3,85,0,2,1,1,3
3,145,0,2,1,1,4
3,74,0,2,1,1,5
3,34,0,2,1,1,6
3,11,0,2,1,0,0
3,9,0,2,1,0,1
3,7,0,2,1,0,2
3,14,0,2,1,0,3
3,18,0,2,1,0,4
3,10,0,2,1,0,5
3,5,0,2,1,0,6
3,78,0,3,1,1,0
3,49,0,3,1,1,1
3,57,0,3,1,1,2
3,50,0,3,1,1,3
3,69,0,3,1,1,4
3,39,0,3,1,1,5
3,13,0,3,1,1,6
3,7,0,3,1,0,0
3,1,0,3,1,0,1
3,5,0,3,1,0,2
3,3,0,3,1,0,3
3,3,0,3,1,0,4
3,3,0,3,1,0,5
3,1,0,3,1,0,6
3,55,0,4,1,1,0
3,35,0,4,1,1,1
3,25,0,4,1,1,2
3,18,0,4,1,1,3
3,44,0,4,1,1,4
3,15,0,4,1,1,5
3,7,0,4,1,1,6
3,2,0,4,1,0,0
3,4,0,4,1,0,1
