KØN,ALDER1,UDDANNELSE,VARTILBAGE,TID,INDHOLD
1,5,2,0,5,154
1,5,2,0,6,173
1,5,2,0,7,148
1,5,2,0,8,135
1,5,2,0,9,131
1,5,2,0,10,122
1,5,2,0,11,131
1,5,2,0,12,151
1,5,0,3,0,6700
1,5,0,3,1,6988
1,5,0,3,2,7294
1,5,0,3,3,7710
1,5,0,3,4,7778
1,5,0,3,5,7298
1,5,0,3,6,7615
1,5,0,3,7,7427
1,5,0,3,8,7028
1,5,0,3,9,6142
1,5,0,3,10,5491
1,5,0,3,11,5627
1,5,0,3,12,6759
1,5,0,2,0,659
1,5,0,2,1,725
1,5,0,2,2,845
1,5,0,2,3,1024
1,5,0,2,4,924
1,5,0,2,5,960
1,5,0,2,6,925
1,5,0,2,7,961
1,5,0,2,8,841
1,5,0,2,9,723
1,5,0,2,10,763
1,5,0,2,11,897
1,5,0,2,12,997
1,5,0,1,0,544
1,5,0,1,1,587
1,5,0,1,2,676
1,5,0,1,3,647
1,5,0,1,4,711
1,5,0,1,5,707
1,5,0,1,6,738
1,5,0,1,7,669
1,5,0,1,8,629
1,5,0,1,9,558
1,5,0,1,10,523
1,5,0,1,11,681
1,5,0,1,12,702
1,5,0,0,0,802
1,5,0,0,1,861
1,5,0,0,2,991
1,5,0,0,3,1019
1,5,0,0,4,1126
1,5,0,0,5,939
1,5,0,0,6,1068
1,5,0,0,7,938
1,5,0,0,8,997
1,5,0,0,9,812
1,5,0,0,10,827
1,5,0,0,11,886
1,5,0,0,12,1015
1,5,4,3,0,3403
1,5,4,3,1,3622
1,5,4,3,2,3839
1,5,4,3,3,4236
1,5,4,3,4,4087
1,5,4,3,5,4378
1,5,4,3,6,4614
1,5,4,3,7,4853
1,5,4,3,8,4667
1,5,4,3,9,3992
1,5,4,3,10,3532
1,5,4,3,11,3682
1,5,4,3,12,4104
1,5,4,2,0,227
1,5,4,2,1,227
1,5,4,2,2,290
1,5,4,2,3,292
1,5,4,2,4,332
1,5,4,2,5,380
1,5,4,2,6,319
1,5,4,2,7,386
1,5,4,2,8,318
1,5,4,2,9,259
1,5,4,2,10,239
1,5,4,2,11,277
1,5,4,2,12,338
1,5,4,1,0,209
1,5,4,1,1,230
1,5,4,1,2,262
1,5,4,1,3,264
1,5,4,1,4,265
1,5,4,1,5,281
1,5,4,1,6,340
1,5,4,1,7,300
1,5,4,1,8,269
1,5,4,1,9,238
1,5,4,1,10,216
1,5,4,1,11,264
1,5,4,1,12,269
1,5,4,0,0,366
1,5,4,0,1,370
1,5,4,0,2,434
1,5,4,0,3,410
1,5,4,0,4,478
1,5,4,0,5,492
1,5,4,0,6,548
1,5,4,0,7,466
1,5,4,0,8,430
1,5,4,0,9,394
1,5,4,0,10,381
1,5,4,0,11,422
1,5,4,0,12,474
1,5,3,3,0,715
1,5,3,3,1,755
1,5,3,3,2,837
1,5,3,3,3,902
1,5,3,3,4,948
1,5,3,3,5,849
1,5,3,3,6,885
1,5,3,3,7,973
1,5,3,3,8,972
1,5,3,3,9,882
1,5,3,3,10,948
1,5,3,3,11,1092
1,5,3,3,12,1365
1,5,3,2,0,158
1,5,3,2,1,153
1,5,3,2,2,193
1,5,3,2,3,197
1,5,3,2,4,215
1,5,3,2,5,192
1,5,3,2,6,183
1,5,3,2,7,167
1,5,3,2,8,150
1,5,3,2,9,153
1,5,3,2,10,174
1,5,3,2,11,204
1,5,3,2,12,238
1,5,3,1,0,91
1,5,3,1,1,90
1,5,3,1,2,110
1,5,3,1,3,116
1,5,3,1,4,111
1,5,3,1,5,94
1,5,3,1,6,100
1,5,3,1,7,120
1,5,3,1,8,96
1,5,3,1,9,94
1,5,3,1,10,119
1,5,3,1,11,133
1,5,3,1,12,127
1,5,3,0,0,120
1,5,3,0,1,122
1,5,3,0,2,143
1,5,3,0,3,161
1,5,3,0,4,165
1,5,3,0,5,156
1,5,3,0,6,124
1,5,3,0,7,133
1,5,3,0,8,126
1,5,3,0,9,124
1,5,3,0,10,133
1,5,3,0,11,158
1,5,3,0,12,184
1,6,1,3,0,2580
1,6,1,3,1,2613
1,6,1,3,2,2869
1,6,1,3,3,3172
1,6,1,3,4,3319
1,6,1,3,5,3370
1,6,1,3,6,3412
1,6,1,3,7,3414
1,6,1,3,8,3451
1,6,1,3,9,3181
1,6,1,3,10,3004
1,6,1,3,11,3295
1,6,1,3,12,3702
1,6,1,2,0,264
1,6,1,2,1,280
1,6,1,2,2,360
1,6,1,2,3,450
1,6,1,2,4,461
1,6,1,2,5,439
1,6,1,2,6,455
1,6,1,2,7,497
1,6,1,2,8,474
1,6,1,2,9,428
1,6,1,2,10,512
1,6,1,2,11,565
1,6,1,2,12,631
1,6,1,1,0,202
1,6,1,1,1,243
1,6,1,1,2,278
1,6,1,1,3,298
1,6,1,1,4,320
1,6,1,1,5,321
1,6,1,1,6,343
1,6,1,1,7,309
1,6,1,1,8,344
1,6,1,1,9,330
1,6,1,1,10,325
1,6,1,1,11,385
1,6,1,1,12,461
1,6,1,0,0,301
1,6,1,0,1,326
1,6,1,0,2,380
1,6,1,0,3,405
1,6,1,0,4,435
1,6,1,0,5,440
1,6,1,0,6,479
1,6,1,0,7,503
1,6,1,0,8,467
1,6,1,0,9,398
1,6,1,0,10,505
1,6,1,0,11,506
1,6,1,0,12,560
1,6,2,3,0,412
1,6,2,3,1,415
1,6,2,3,2,490
1,6,2,3,3,527
1,6,2,3,4,580
1,6,2,3,5,630
1,6,2,3,6,682
1,6,2,3,7,761
1,6,2,3,8,752
1,6,2,3,9,708
1,6,2,3,10,682
1,6,2,3,11,759
1,6,2,3,12,821
1,6,2,2,0,23
1,6,2,2,1,26
1,6,2,2,2,39
1,6,2,2,3,50
1,6,2,2,4,52
1,6,2,2,5,77
1,6,2,2,6,71
1,6,2,2,7,71
1,6,2,2,8,80
1,6,2,2,9,66
1,6,2,2,10,71
1,6,2,2,11,88
1,6,2,2,12,106
1,6,2,1,0,24
1,6,2,1,1,21
1,6,2,1,2,41
1,6,2,1,3,36
1,6,2,1,4,45
1,6,2,1,5,47
1,6,2,1,6,68
1,6,2,1,7,71
1,6,2,1,8,63
1,6,2,1,9,50
1,6,2,1,10,51
1,6,2,1,11,54
1,6,2,1,12,92
1,6,2,0,0,50
1,6,2,0,1,39
1,6,2,0,2,68
1,6,2,0,3,58
1,6,2,0,4,77
1,6,2,0,5,76
1,6,2,0,6,105
1,6,2,0,7,101
1,6,2,0,8,103
1,6,2,0,9,97
1,6,2,0,10,105
1,6,2,0,11,105
1,6,2,0,12,119
1,6,0,3,0,3947
1,6,0,3,1,4182
1,6,0,3,2,4678
1,6,0,3,3,5017
1,6,0,3,4,5090
1,6,0,3,5,5155
1,6,0,3,6,5548
1,6,0,3,7,5777
1,6,0,3,8,6115
1,6,0,3,9,5685
1,6,0,3,10,5257
1,6,0,3,11,5748
1,6,0,3,12,6814
1,6,0,2,0,246
1,6,0,2,1,305
1,6,0,2,2,343
1,6,0,2,3,424
1,6,0,2,4,428
1,6,0,2,5,458
1,6,0,2,6,512
1,6,0,2,7,536
1,6,0,2,8,543
1,6,0,2,9,497
1,6,0,2,10,537
1,6,0,2,11,586
1,6,0,2,12,695
1,6,0,1,0,212
1,6,0,1,1,263
1,6,0,1,2,309
1,6,0,1,3,300
1,6,0,1,4,336
1,6,0,1,5,363
1,6,0,1,6,397
1,6,0,1,7,454
1,6,0,1,8,454
1,6,0,1,9,410
1,6,0,1,10,443
1,6,0,1,11,511
1,6,0,1,12,565
1,6,0,0,0,343
1,6,0,0,1,414
1,6,0,0,2,455
1,6,0,0,3,507
1,6,0,0,4,525
1,6,0,0,5,517
1,6,0,0,6,632
1,6,0,0,7,641
1,6,0,0,8,692
1,6,0,0,9,609
1,6,0,0,10,687
1,6,0,0,11,759
1,6,0,0,12,820
1,6,4,3,0,2191
1,6,4,3,1,2277
1,6,4,3,2,2511
1,6,4,3,3,2791
1,6,4,3,4,2750
1,6,4,3,5,3016
1,6,4,3,6,3181
1,6,4,3,7,3362
1,6,4,3,8,3551
1,6,4,3,9,3351
1,6,4,3,10,3021
1,6,4,3,11,3308
1,6,4,3,12,3730
1,6,4,2,0,121
1,6,4,2,1,122
1,6,4,2,2,182
1,6,4,2,3,215
1,6,4,2,4,165
1,6,4,2,5,222
1,6,4,2,6,256
1,6,4,2,7,258
1,6,4,2,8,232
1,6,4,2,9,215
1,6,4,2,10,232
1,6,4,2,11,237
1,6,4,2,12,306
1,6,4,1,0,113
1,6,4,1,1,117
1,6,4,1,2,139
1,6,4,1,3,151
1,6,4,1,4,157
1,6,4,1,5,179
1,6,4,1,6,219
1,6,4,1,7,223
1,6,4,1,8,200
1,6,4,1,9,184
1,6,4,1,10,177
1,6,4,1,11,209
1,6,4,1,12,215
1,6,4,0,0,189
1,6,4,0,1,197
1,6,4,0,2,269
1,6,4,0,3,231
1,6,4,0,4,289
1,6,4,0,5,282
1,6,4,0,6,351
1,6,4,0,7,335
1,6,4,0,8,350
1,6,4,0,9,294
1,6,4,0,10,305
1,6,4,0,11,341
1,6,4,0,12,377
1,6,3,3,0,368
1,6,3,3,1,458
1,6,3,3,2,492
1,6,3,3,3,497
1,6,3,3,4,608
1,6,3,3,5,612
1,6,3,3,6,690
1,6,3,3,7,705
1,6,3,3,8,737
1,6,3,3,9,677
1,6,3,3,10,673
1,6,3,3,11,746
1,6,3,3,12,922
1,6,3,2,0,44
1,6,3,2,1,37
1,6,3,2,2,76
1,6,3,2,3,93
1,6,3,2,4,97
1,6,3,2,5,104
1,6,3,2,6,114
1,6,3,2,7,91
1,6,3,2,8,92
1,6,3,2,9,91
1,6,3,2,10,103
1,6,3,2,11,106
1,6,3,2,12,149
1,6,3,1,0,34
1,6,3,1,1,46
1,6,3,1,2,48
1,6,3,1,3,62
1,6,3,1,4,81
1,6,3,1,5,83
1,6,3,1,6,72
1,6,3,1,7,67
1,6,3,1,8,61
1,6,3,1,9,77
1,6,3,1,10,60
1,6,3,1,11,61
1,6,3,1,12,85
1,6,3,0,0,44
1,6,3,0,1,56
1,6,3,0,2,81
1,6,3,0,3,69
1,6,3,0,4,92
1,6,3,0,5,79
1,6,3,0,6,106
1,6,3,0,7,111
1,6,3,0,8,96
1,6,3,0,9,106
1,6,3,0,10,90
1,6,3,0,11,99
1,6,3,0,12,98
1,7,1,3,0,2159
1,7,1,3,1,2333
1,7,1,3,2,2517
1,7,1,3,3,2715
1,7,1,3,4,2532
1,7,1,3,5,2602
1,7,1,3,6,2600
1,7,1,3,7,2569
1,7,1,3,8,2656
1,7,1,3,9,2376
1,7,1,3,10,2348
1,7,1,3,11,2740
1,7,1,3,12,3023
1,7,1,2,0,135
1,7,1,2,1,113
1,7,1,2,2,146
1,7,1,2,3,167
1,7,1,2,4,167
1,7,1,2,5,184
1,7,1,2,6,185
1,7,1,2,7,172
1,7,1,2,8,146
1,7,1,2,9,165
1,7,1,2,10,159
1,7,1,2,11,188
1,7,1,2,12,248
1,7,1,1,0,111
1,7,1,1,1,114
1,7,1,1,2,122
1,7,1,1,3,146
1,7,1,1,4,132
1,7,1,1,5,122
1,7,1,1,6,150
1,7,1,1,7,124
1,7,1,1,8,144
1,7,1,1,9,128
1,7,1,1,10,129
1,7,1,1,11,181
1,7,1,1,12,180
1,7,1,0,0,143
1,7,1,0,1,155
1,7,1,0,2,207
1,7,1,0,3,209
1,7,1,0,4,220
1,7,1,0,5,196
1,7,1,0,6,193
1,7,1,0,7,182
1,7,1,0,8,182
1,7,1,0,9,198
1,7,1,0,10,185
1,7,1,0,11,208
1,7,1,0,12,243
1,7,2,3,0,151
1,7,2,3,1,193
1,7,2,3,2,193
1,7,2,3,3,238
1,7,2,3,4,261
1,7,2,3,5,280
1,7,2,3,6,309
1,7,2,3,7,316
1,7,2,3,8,402
1,7,2,3,9,371
1,7,2,3,10,357
1,7,2,3,11,421
1,7,2,3,12,496
1,7,2,2,0,8
1,7,2,2,1,15
1,7,2,2,2,18
1,7,2,2,3,21
1,7,2,2,4,22
1,7,2,2,5,17
1,7,2,2,6,21
1,7,2,2,7,16
1,7,2,2,8,24
1,7,2,2,9,24
1,7,2,2,10,23
1,7,2,2,11,28
1,7,2,2,12,42
1,7,2,1,0,9
1,7,2,1,1,6
1,7,2,1,2,9
1,7,2,1,3,15
1,7,2,1,4,12
1,7,2,1,5,19
1,7,2,1,6,15
1,7,2,1,7,20
1,7,2,1,8,21
1,7,2,1,9,30
1,7,2,1,10,21
1,7,2,1,11,28
1,7,2,1,12,31
1,7,2,0,0,13
1,7,2,0,1,16
1,7,2,0,2,19
1,7,2,0,3,17
1,7,2,0,4,16
1,7,2,0,5,25
1,7,2,0,6,26
1,7,2,0,7,29
1,7,2,0,8,28
1,7,2,0,9,33
1,7,2,0,10,31
1,7,2,0,11,46
1,7,2,0,12,48
1,7,0,3,0,2737
1,7,0,3,1,2914
1,7,0,3,2,3295
1,7,0,3,3,3718
1,7,0,3,4,3516
1,7,0,3,5,3997
1,7,0,3,6,3905
1,7,0,3,7,4008
1,7,0,3,8,4060
1,7,0,3,9,3790
1,7,0,3,10,3842
1,7,0,3,11,4384
1,7,0,3,12,4951
1,7,0,2,0,119
1,7,0,2,1,130
1,7,0,2,2,154
1,7,0,2,3,210
1,7,0,2,4,176
1,7,0,2,5,190
1,7,0,2,6,208
1,7,0,2,7,192
1,7,0,2,8,208
1,7,0,2,9,203
1,7,0,2,10,220
1,7,0,2,11,257
1,7,0,2,12,304
1,7,0,1,0,89
1,7,0,1,1,112
1,7,0,1,2,148
1,7,0,1,3,156
1,7,0,1,4,168
1,7,0,1,5,162
1,7,0,1,6,176
1,7,0,1,7,175
1,7,0,1,8,171
1,7,0,1,9,153
1,7,0,1,10,179
1,7,0,1,11,214
1,7,0,1,12,256
1,7,0,0,0,153
1,7,0,0,1,157
1,7,0,0,2,204
1,7,0,0,3,242
1,7,0,0,4,248
1,7,0,0,5,230
1,7,0,0,6,265
1,7,0,0,7,235
1,7,0,0,8,285
1,7,0,0,9,245
1,7,0,0,10,287
1,7,0,0,11,319
1,7,0,0,12,325
1,7,4,3,0,1506
1,7,4,3,1,1744
1,7,4,3,2,1931
1,7,4,3,3,2216
1,7,4,3,4,2188
1,7,4,3,5,2621
1,7,4,3,6,2343
1,7,4,3,7,2613
1,7,4,3,8,2597
1,7,4,3,9,2553
1,7,4,3,10,2465
1,7,4,3,11,2754
1,7,4,3,12,3039
1,7,4,2,0,50
1,7,4,2,1,72
1,7,4,2,2,85
1,7,4,2,3,90
1,7,4,2,4,95
1,7,4,2,5,121
1,7,4,2,6,104
1,7,4,2,7,110
1,7,4,2,8,119
1,7,4,2,9,101
1,7,4,2,10,93
1,7,4,2,11,146
1,7,4,2,12,152
1,7,4,1,0,48
1,7,4,1,1,63
1,7,4,1,2,69
1,7,4,1,3,86
1,7,4,1,4,83
1,7,4,1,5,102
1,7,4,1,6,104
1,7,4,1,7,96
1,7,4,1,8,96
1,7,4,1,9,103
1,7,4,1,10,90
1,7,4,1,11,115
1,7,4,1,12,122
1,7,4,0,0,94
1,7,4,0,1,115
1,7,4,0,2,145
1,7,4,0,3,134
1,7,4,0,4,141
1,7,4,0,5,146
1,7,4,0,6,160
1,7,4,0,7,152
1,7,4,0,8,151
1,7,4,0,9,145
1,7,4,0,10,140
1,7,4,0,11,149
1,7,4,0,12,225
1,7,3,3,0,259
1,7,3,3,1,263
1,7,3,3,2,319
1,7,3,3,3,291
1,7,3,3,4,300
1,7,3,3,5,287
1,7,3,3,6,324
1,7,3,3,7,319
1,7,3,3,8,297
1,7,3,3,9,319
1,7,3,3,10,366
1,7,3,3,11,407
1,7,3,3,12,499
1,7,3,2,0,15
1,7,3,2,1,11
1,7,3,2,2,14
1,7,3,2,3,15
1,7,3,2,4,11
1,7,3,2,5,23
1,7,3,2,6,13
1,7,3,2,7,15
1,7,3,2,8,17
1,7,3,2,9,16
1,7,3,2,10,36
1,7,3,2,11,26
1,7,3,2,12,31
1,7,3,1,0,11
1,7,3,1,1,12
1,7,3,1,2,6
1,7,3,1,3,10
1,7,3,1,4,14
1,7,3,1,5,15
1,7,3,1,6,23
1,7,3,1,7,15
1,7,3,1,8,14
1,7,3,1,9,21
1,7,3,1,10,21
1,7,3,1,11,23
1,7,3,1,12,36
1,7,3,0,0,11
1,7,3,0,1,24
1,7,3,0,2,17
1,7,3,0,3,19
1,7,3,0,4,14
1,7,3,0,5,22
1,7,3,0,6,18
1,7,3,0,7,9
1,7,3,0,8,25
1,7,3,0,9,26
1,7,3,0,10,28
1,7,3,0,11,53
1,7,3,0,12,46
0,0,1,3,0,1155
0,0,1,3,1,1260
0,0,1,3,2,1211
0,0,1,3,3,1109
0,0,1,3,4,1064
0,0,1,3,5,950
0,0,1,3,6,996
0,0,1,3,7,856
0,0,1,3,8,790
0,0,1,3,9,677
0,0,1,3,10,702
0,0,1,3,11,858
0,0,1,3,12,956
0,0,1,2,0,129
0,0,1,2,1,145
0,0,1,2,2,157
0,0,1,2,3,157
0,0,1,2,4,201
0,0,1,2,5,163
0,0,1,2,6,196
0,0,1,2,7,168
0,0,1,2,8,144
0,0,1,2,9,118
0,0,1,2,10,133
0,0,1,2,11,167
0,0,1,2,12,160
0,0,1,1,0,84
0,0,1,1,1,98
0,0,1,1,2,72
0,0,1,1,3,95
0,0,1,1,4,102
0,0,1,1,5,97
0,0,1,1,6,102
0,0,1,1,7,81
0,0,1,1,8,84
0,0,1,1,9,56
0,0,1,1,10,91
0,0,1,1,11,88
0,0,1,1,12,94
0,0,1,0,0,103
0,0,1,0,1,125
0,0,1,0,2,129
0,0,1,0,3,119
0,0,1,0,4,129
0,0,1,0,5,108
0,0,1,0,6,117
0,0,1,0,7,101
0,0,1,0,8,113
0,0,1,0,9,85
0,0,1,0,10,113
0,0,1,0,11,143
0,0,1,0,12,125
0,0,2,3,0,491
0,0,2,3,1,503
0,0,2,3,2,507
0,0,2,3,3,558
0,0,2,3,4,533
0,0,2,3,5,597
0,0,2,3,6,627
0,0,2,3,7,599
0,0,2,3,8,614
0,0,2,3,9,558
0,0,2,3,10,592
0,0,2,3,11,709
0,0,2,3,12,857
0,0,2,2,0,15
0,0,2,2,1,10
0,0,2,2,2,12
0,0,2,2,3,24
0,0,2,2,4,28
0,0,2,2,5,24
0,0,2,2,6,40
0,0,2,2,7,29
0,0,2,2,8,25
0,0,2,2,9,28
0,0,2,2,10,38
0,0,2,2,11,39
0,0,2,2,12,55
0,0,2,1,0,14
0,0,2,1,1,14
0,0,2,1,2,7
0,0,2,1,3,13
0,0,2,1,4,26
0,0,2,1,5,22
0,0,2,1,6,18
0,0,2,1,7,14
0,0,2,1,8,19
0,0,2,1,9,16
0,0,2,1,10,25
0,0,2,1,11,33
0,0,2,1,12,45
0,0,2,0,0,20
0,0,2,0,1,16
0,0,2,0,2,19
0,0,2,0,3,21
0,0,2,0,4,31
0,0,2,0,5,25
0,0,2,0,6,31
0,0,2,0,7,31
0,0,2,0,8,20
0,0,2,0,9,28
0,0,2,0,10,37
0,0,2,0,11,53
0,0,2,0,12,57
0,0,0,3,0,274
0,0,0,3,1,352
0,0,0,3,2,397
0,0,0,3,3,382
0,0,0,3,4,353
0,0,0,3,5,338
0,0,0,3,6,331
0,0,0,3,7,252
0,0,0,3,8,132
0,0,0,3,9,114
0,0,0,3,10,91
0,0,0,3,11,85
0,0,0,3,12,105
0,0,0,2,0,19
0,0,0,2,1,22
0,0,0,2,2,32
0,0,0,2,3,36
0,0,0,2,4,32
0,0,0,2,5,54
0,0,0,2,6,31
0,0,0,2,7,36
0,0,0,2,8,14
0,0,0,2,9,16
0,0,0,2,10,12
0,0,0,2,11,11
0,0,0,2,12,16
0,0,0,1,0,15
0,0,0,1,1,21
0,0,0,1,2,30
0,0,0,1,3,24
0,0,0,1,4,28
0,0,0,1,5,41
0,0,0,1,6,31
0,0,0,1,7,13
0,0,0,1,8,7
0,0,0,1,9,8
0,0,0,1,10,3
0,0,0,1,11,8
0,0,0,1,12,10
0,0,0,0,0,28
0,0,0,0,1,26
0,0,0,0,2,38
0,0,0,0,3,28
0,0,0,0,4,38
0,0,0,0,5,34
0,0,0,0,6,27
0,0,0,0,7,30
0,0,0,0,8,15
0,0,0,0,9,9
0,0,0,0,10,14
0,0,0,0,11,8
0,0,0,0,12,9
0,0,4,3,0,4
0,0,4,3,1,10
0,0,4,3,2,11
0,0,4,3,3,13
0,0,4,3,4,12
0,0,4,3,5,18
0,0,4,3,6,20
0,0,4,3,7,10
0,0,4,3,8,7
0,0,4,3,9,7
0,0,4,3,10,9
0,0,4,3,11,8
0,0,4,3,12,6
0,0,4,2,0,0
0,0,4,2,1,0
0,0,4,2,2,1
0,0,4,2,3,0
0,0,4,2,4,0
0,0,4,2,5,0
0,0,4,2,6,1
0,0,4,2,7,0
0,0,4,2,8,2
0,0,4,2,9,0
0,0,4,2,10,0
0,0,4,2,11,0
0,0,4,2,12,0
0,0,4,1,0,0
0,0,4,1,1,0
0,0,4,1,2,1
0,0,4,1,3,0
0,0,4,1,4,0
0,0,4,1,5,1
0,0,4,1,6,0
0,0,4,1,7,0
0,0,4,1,8,0
0,0,4,1,9,0
0,0,4,1,10,0
0,0,4,1,11,2
0,0,4,1,12,1
0,0,4,0,0,0
0,0,4,0,1,0
0,0,4,0,2,0
0,0,4,0,3,0
0,0,4,0,4,0
0,0,4,0,5,1
0,0,4,0,6,1
0,0,4,0,7,1
0,0,4,0,8,1
0,0,4,0,9,1
0,0,4,0,10,1
0,0,4,0,11,1
0,0,4,0,12,0
0,0,3,3,0,35
0,0,3,3,1,32
0,0,3,3,2,21
0,0,3,3,3,16
0,0,3,3,4,23
0,0,3,3,5,12
0,0,3,3,6,20
0,0,3,3,7,12
0,0,3,3,8,14
0,0,3,3,9,22
0,0,3,3,10,19
0,0,3,3,11,13
0,0,3,3,12,7
0,0,3,2,0,10
0,0,3,2,1,1
0,0,3,2,2,4
0,0,3,2,3,2
0,0,3,2,4,2
0,0,3,2,5,2
0,0,3,2,6,0
0,0,3,2,7,2
0,0,3,2,8,4
0,0,3,2,9,0
0,0,3,2,10,2
0,0,3,2,11,5
0,0,3,2,12,1
0,0,3,1,0,4
0,0,3,1,1,2
0,0,3,1,2,2
0,0,3,1,3,0
0,0,3,1,4,2
0,0,3,1,5,1
0,0,3,1,6,2
0,0,3,1,7,0
0,0,3,1,8,0
0,0,3,1,9,2
0,0,3,1,10,1
0,0,3,1,11,0
0,0,3,1,12,0
0,0,3,0,0,1
0,0,3,0,1,5
0,0,3,0,2,2
0,0,3,0,3,4
0,0,3,0,4,0
0,0,3,0,5,1
0,0,3,0,6,0
0,0,3,0,7,0
0,0,3,0,8,0
0,0,3,0,9,0
0,0,3,0,10,1
0,0,3,0,11,1
0,0,3,0,12,2
0,1,1,3,0,805
0,1,1,3,1,799
0,1,1,3,2,809
0,1,1,3,3,896
0,1,1,3,4,789
0,1,1,3,5,760
0,1,1,3,6,803
0,1,1,3,7,759
0,1,1,3,8,750
0,1,1,3,9,712
0,1,1,3,10,801
0,1,1,3,11,855
0,1,1,3,12,1030
0,1,1,2,0,110
0,1,1,2,1,130
0,1,1,2,2,172
0,1,1,2,3,159
0,1,1,2,4,188
0,1,1,2,5,184
0,1,1,2,6,202
0,1,1,2,7,195
0,1,1,2,8,198
0,1,1,2,9,198
0,1,1,2,10,240
0,1,1,2,11,256
0,1,1,2,12,315
0,1,1,1,0,62
0,1,1,1,1,86
0,1,1,1,2,104
0,1,1,1,3,88
0,1,1,1,4,93
0,1,1,1,5,116
0,1,1,1,6,106
0,1,1,1,7,115
0,1,1,1,8,104
0,1,1,1,9,78
0,1,1,1,10,124
0,1,1,1,11,142
0,1,1,1,12,156
0,1,1,0,0,103
0,1,1,0,1,107
0,1,1,0,2,103
0,1,1,0,3,122
0,1,1,0,4,148
0,1,1,0,5,116
0,1,1,0,6,106
0,1,1,0,7,120
0,1,1,0,8,132
0,1,1,0,9,144
0,1,1,0,10,160
0,1,1,0,11,183
0,1,1,0,12,178
0,1,2,3,0,393
0,1,2,3,1,475
0,1,2,3,2,416
0,1,2,3,3,476
0,1,2,3,4,435
0,1,2,3,5,519
0,1,2,3,6,510
0,1,2,3,7,603
0,1,2,3,8,592
0,1,2,3,9,637
0,1,2,3,10,678
0,1,2,3,11,900
0,1,2,3,12,1086
0,1,2,2,0,11
0,1,2,2,1,15
0,1,2,2,2,41
0,1,2,2,3,26
0,1,2,2,4,22
0,1,2,2,5,34
0,1,2,2,6,28
0,1,2,2,7,26
0,1,2,2,8,29
0,1,2,2,9,38
0,1,2,2,10,31
0,1,2,2,11,58
0,1,2,2,12,105
0,1,2,1,0,13
0,1,2,1,1,16
0,1,2,1,2,12
0,1,2,1,3,11
0,1,2,1,4,19
0,1,2,1,5,23
0,1,2,1,6,22
0,1,2,1,7,29
0,1,2,1,8,22
0,1,2,1,9,17
0,1,2,1,10,29
0,1,2,1,11,39
0,1,2,1,12,63
0,1,2,0,0,26
0,1,2,0,1,26
0,1,2,0,2,22
0,1,2,0,3,18
0,1,2,0,4,32
0,1,2,0,5,19
0,1,2,0,6,40
0,1,2,0,7,23
0,1,2,0,8,40
0,1,2,0,9,30
0,1,2,0,10,51
0,1,2,0,11,75
0,1,2,0,12,72
0,1,0,3,0,682
0,1,0,3,1,693
0,1,0,3,2,757
0,1,0,3,3,778
0,1,0,3,4,884
0,1,0,3,5,923
0,1,0,3,6,934
0,1,0,3,7,924
0,1,0,3,8,830
0,1,0,3,9,723
0,1,0,3,10,568
0,1,0,3,11,546
0,1,0,3,12,585
0,1,0,2,0,32
0,1,0,2,1,36
0,1,0,2,2,62
0,1,0,2,3,67
0,1,0,2,4,68
0,1,0,2,5,99
0,1,0,2,6,109
0,1,0,2,7,89
0,1,0,2,8,63
0,1,0,2,9,60
0,1,0,2,10,53
0,1,0,2,11,70
0,1,0,2,12,83
0,1,0,1,0,34
0,1,0,1,1,24
0,1,0,1,2,34
0,1,0,1,3,49
0,1,0,1,4,57
0,1,0,1,5,59
0,1,0,1,6,70
0,1,0,1,7,50
0,1,0,1,8,48
0,1,0,1,9,33
0,1,0,1,10,49
0,1,0,1,11,36
0,1,0,1,12,47
0,1,0,0,0,37
0,1,0,0,1,44
0,1,0,0,2,65
0,1,0,0,3,67
0,1,0,0,4,89
0,1,0,0,5,107
0,1,0,0,6,88
0,1,0,0,7,73
0,1,0,0,8,85
0,1,0,0,9,67
0,1,0,0,10,66
0,1,0,0,11,68
0,1,0,0,12,65
0,1,4,3,0,389
0,1,4,3,1,418
0,1,4,3,2,439
0,1,4,3,3,453
0,1,4,3,4,477
0,1,4,3,5,610
0,1,4,3,6,566
0,1,4,3,7,656
0,1,4,3,8,627
0,1,4,3,9,550
0,1,4,3,10,539
0,1,4,3,11,479
0,1,4,3,12,628
0,1,4,2,0,12
0,1,4,2,1,11
0,1,4,2,2,6
0,1,4,2,3,20
0,1,4,2,4,14
0,1,4,2,5,22
0,1,4,2,6,26
0,1,4,2,7,22
0,1,4,2,8,20
0,1,4,2,9,21
0,1,4,2,10,17
0,1,4,2,11,29
0,1,4,2,12,53
0,1,4,1,0,8
0,1,4,1,1,10
0,1,4,1,2,6
0,1,4,1,3,12
0,1,4,1,4,13
0,1,4,1,5,22
0,1,4,1,6,15
0,1,4,1,7,18
0,1,4,1,8,21
0,1,4,1,9,21
0,1,4,1,10,25
0,1,4,1,11,27
0,1,4,1,12,40
0,1,4,0,0,18
0,1,4,0,1,17
0,1,4,0,2,24
0,1,4,0,3,21
0,1,4,0,4,28
0,1,4,0,5,31
0,1,4,0,6,29
0,1,4,0,7,24
0,1,4,0,8,35
0,1,4,0,9,27
0,1,4,0,10,47
0,1,4,0,11,49
0,1,4,0,12,60
0,1,3,3,0,74
