OMRÅDE,KØN,ALDER,HERKOMST1,TID,INDHOLD
13,0,0,0,2012,44
13,0,0,0,2013,43
13,0,0,0,2014,39
13,0,0,0,2015,43
13,0,0,0,2016,30
13,0,0,0,2017,27
13,0,0,0,2018,33
13,0,0,0,2019,50
13,0,0,0,2020,44
13,0,0,0,2021,41
13,0,0,0,2022,35
13,0,0,0,2023,36
13,0,0,1,2005,6
13,0,0,1,2006,4
13,0,0,1,2007,4
13,0,0,1,2008,4
13,0,0,1,2009,8
13,0,0,1,2010,6
13,0,0,1,2011,8
13,0,0,1,2012,8
13,0,0,1,2013,7
13,0,0,1,2014,2
13,0,0,1,2015,4
13,0,0,1,2016,9
13,0,0,1,2017,9
13,0,0,1,2018,13
13,0,0,1,2019,9
13,0,0,1,2020,11
13,0,0,1,2021,11
13,0,0,1,2022,11
13,0,0,1,2023,11
13,0,1,0,2005,224
13,0,1,0,2006,93
13,0,1,0,2007,98
13,0,1,0,2008,146
13,0,1,0,2009,130
13,0,1,0,2010,148
13,0,1,0,2011,151
13,0,1,0,2012,132
13,0,1,0,2013,151
13,0,1,0,2014,141
13,0,1,0,2015,147
13,0,1,0,2016,101
13,0,1,0,2017,80
13,0,1,0,2018,72
13,0,1,0,2019,101
13,0,1,0,2020,88
13,0,1,0,2021,61
13,0,1,0,2022,92
13,0,1,0,2023,74
13,0,1,1,2005,16
13,0,1,1,2006,6
13,0,1,1,2007,5
13,0,1,1,2008,10
13,0,1,1,2009,17
13,0,1,1,2010,13
13,0,1,1,2011,10
13,0,1,1,2012,15
13,0,1,1,2013,17
13,0,1,1,2014,19
13,0,1,1,2015,16
13,0,1,1,2016,15
13,0,1,1,2017,19
13,0,1,1,2018,17
13,0,1,1,2019,28
13,0,1,1,2020,25
13,0,1,1,2021,20
13,0,1,1,2022,27
13,0,1,1,2023,22
13,0,2,0,2005,72
13,0,2,0,2006,35
13,0,2,0,2007,32
13,0,2,0,2008,46
13,0,2,0,2009,40
13,0,2,0,2010,68
13,0,2,0,2011,59
13,0,2,0,2012,60
13,0,2,0,2013,69
13,0,2,0,2014,67
13,0,2,0,2015,85
13,0,2,0,2016,79
13,0,2,0,2017,70
13,0,2,0,2018,91
13,0,2,0,2019,97
13,0,2,0,2020,74
13,0,2,0,2021,90
13,0,2,0,2022,76
13,0,2,0,2023,69
13,0,2,1,2005,6
13,0,2,1,2006,1
13,0,2,1,2007,1
13,0,2,1,2008,3
13,0,2,1,2009,3
13,0,2,1,2010,2
13,0,2,1,2011,1
13,0,2,1,2012,6
13,0,2,1,2013,4
13,0,2,1,2014,4
13,0,2,1,2015,2
13,0,2,1,2016,4
13,0,2,1,2017,2
13,0,2,1,2018,1
13,0,2,1,2019,11
13,0,2,1,2020,6
13,0,2,1,2021,7
13,0,2,1,2022,11
13,0,2,1,2023,9
19,1,0,0,2005,200
19,1,0,0,2006,184
19,1,0,0,2007,149
19,1,0,0,2008,147
19,1,0,0,2009,176
19,1,0,0,2010,158
19,1,0,0,2011,160
19,1,0,0,2012,167
19,1,0,0,2013,136
19,1,0,0,2014,161
19,1,0,0,2015,122
19,1,0,0,2016,133
19,1,0,0,2017,110
19,1,0,0,2018,140
19,1,0,0,2019,146
19,1,0,0,2020,151
19,1,0,0,2021,129
19,1,0,0,2022,134
19,1,0,0,2023,132
19,1,0,1,2005,92
19,1,0,1,2006,94
19,1,0,1,2007,80
19,1,0,1,2008,102
19,1,0,1,2009,99
19,1,0,1,2010,113
19,1,0,1,2011,127
19,1,0,1,2012,119
19,1,0,1,2013,124
19,1,0,1,2014,128
19,1,0,1,2015,102
19,1,0,1,2016,101
19,1,0,1,2017,103
19,1,0,1,2018,111
19,1,0,1,2019,132
19,1,0,1,2020,115
19,1,0,1,2021,112
19,1,0,1,2022,107
19,1,0,1,2023,102
19,1,1,0,2005,389
19,1,1,0,2006,301
19,1,1,0,2007,291
19,1,1,0,2008,248
19,1,1,0,2009,273
19,1,1,0,2010,288
19,1,1,0,2011,338
19,1,1,0,2012,282
19,1,1,0,2013,235
19,1,1,0,2014,279
19,1,1,0,2015,228
19,1,1,0,2016,211
19,1,1,0,2017,165
19,1,1,0,2018,156
19,1,1,0,2019,183
19,1,1,0,2020,183
19,1,1,0,2021,172
19,1,1,0,2022,184
19,1,1,0,2023,180
19,1,1,1,2005,92
19,1,1,1,2006,78
19,1,1,1,2007,71
19,1,1,1,2008,79
19,1,1,1,2009,79
19,1,1,1,2010,89
19,1,1,1,2011,101
19,1,1,1,2012,98
19,1,1,1,2013,106
19,1,1,1,2014,85
19,1,1,1,2015,100
19,1,1,1,2016,98
19,1,1,1,2017,88
19,1,1,1,2018,113
19,1,1,1,2019,136
19,1,1,1,2020,128
19,1,1,1,2021,123
19,1,1,1,2022,150
19,1,1,1,2023,159
19,1,2,0,2005,252
19,1,2,0,2006,162
19,1,2,0,2007,162
19,1,2,0,2008,134
19,1,2,0,2009,199
19,1,2,0,2010,217
19,1,2,0,2011,255
19,1,2,0,2012,247
19,1,2,0,2013,228
19,1,2,0,2014,234
19,1,2,0,2015,228
19,1,2,0,2016,238
19,1,2,0,2017,196
19,1,2,0,2018,187
19,1,2,0,2019,219
19,1,2,0,2020,252
19,1,2,0,2021,220
19,1,2,0,2022,225
19,1,2,0,2023,222
19,1,2,1,2005,42
19,1,2,1,2006,23
19,1,2,1,2007,20
19,1,2,1,2008,22
19,1,2,1,2009,31
19,1,2,1,2010,40
19,1,2,1,2011,27
19,1,2,1,2012,46
19,1,2,1,2013,33
19,1,2,1,2014,28
19,1,2,1,2015,40
19,1,2,1,2016,31
19,1,2,1,2017,31
19,1,2,1,2018,35
19,1,2,1,2019,53
19,1,2,1,2020,48
19,1,2,1,2021,60
19,1,2,1,2022,51
19,1,2,1,2023,62
19,0,0,0,2005,43
19,0,0,0,2006,32
19,0,0,0,2007,35
19,0,0,0,2008,30
19,0,0,0,2009,40
19,0,0,0,2010,46
19,0,0,0,2011,44
19,0,0,0,2012,36
19,0,0,0,2013,37
19,0,0,0,2014,45
19,0,0,0,2015,39
19,0,0,0,2016,25
19,0,0,0,2017,26
19,0,0,0,2018,31
19,0,0,0,2019,45
19,0,0,0,2020,30
19,0,0,0,2021,44
19,0,0,0,2022,39
19,0,0,0,2023,37
19,0,0,1,2005,15
19,0,0,1,2006,12
19,0,0,1,2007,9
19,0,0,1,2008,17
19,0,0,1,2009,10
19,0,0,1,2010,15
19,0,0,1,2011,16
19,0,0,1,2012,10
19,0,0,1,2013,24
19,0,0,1,2014,21
19,0,0,1,2015,17
19,0,0,1,2016,21
19,0,0,1,2017,14
19,0,0,1,2018,15
19,0,0,1,2019,10
19,0,0,1,2020,29
19,0,0,1,2021,25
19,0,0,1,2022,17
19,0,0,1,2023,32
19,0,1,0,2005,202
19,0,1,0,2006,136
19,0,1,0,2007,122
19,0,1,0,2008,127
19,0,1,0,2009,134
19,0,1,0,2010,189
19,0,1,0,2011,184
19,0,1,0,2012,135
19,0,1,0,2013,155
19,0,1,0,2014,150
19,0,1,0,2015,101
19,0,1,0,2016,112
19,0,1,0,2017,80
19,0,1,0,2018,62
19,0,1,0,2019,77
19,0,1,0,2020,72
19,0,1,0,2021,83
19,0,1,0,2022,91
19,0,1,0,2023,80
19,0,1,1,2005,22
19,0,1,1,2006,19
19,0,1,1,2007,18
19,0,1,1,2008,12
19,0,1,1,2009,23
19,0,1,1,2010,26
19,0,1,1,2011,43
19,0,1,1,2012,32
19,0,1,1,2013,35
19,0,1,1,2014,25
19,0,1,1,2015,25
19,0,1,1,2016,40
19,0,1,1,2017,21
19,0,1,1,2018,35
19,0,1,1,2019,39
19,0,1,1,2020,62
19,0,1,1,2021,35
19,0,1,1,2022,52
19,0,1,1,2023,44
19,0,2,0,2005,81
19,0,2,0,2006,104
19,0,2,0,2007,61
19,0,2,0,2008,71
19,0,2,0,2009,69
19,0,2,0,2010,117
19,0,2,0,2011,151
19,0,2,0,2012,115
19,0,2,0,2013,110
19,0,2,0,2014,125
19,0,2,0,2015,108
19,0,2,0,2016,140
19,0,2,0,2017,97
19,0,2,0,2018,77
19,0,2,0,2019,88
19,0,2,0,2020,82
19,0,2,0,2021,99
19,0,2,0,2022,116
19,0,2,0,2023,115
19,0,2,1,2005,17
19,0,2,1,2006,7
19,0,2,1,2007,4
19,0,2,1,2008,4
19,0,2,1,2009,5
19,0,2,1,2010,9
19,0,2,1,2011,14
19,0,2,1,2012,6
19,0,2,1,2013,20
19,0,2,1,2014,12
19,0,2,1,2015,8
19,0,2,1,2016,12
19,0,2,1,2017,7
19,0,2,1,2018,12
19,0,2,1,2019,15
19,0,2,1,2020,7
19,0,2,1,2021,18
19,0,2,1,2022,16
19,0,2,1,2023,13
23,1,0,0,2005,351
23,1,0,0,2006,342
23,1,0,0,2007,292
23,1,0,0,2008,297
23,1,0,0,2009,302
23,1,0,0,2010,288
23,1,0,0,2011,261
23,1,0,0,2012,270
23,1,0,0,2013,272
23,1,0,0,2014,286
23,1,0,0,2015,236
23,1,0,0,2016,240
23,1,0,0,2017,223
23,1,0,0,2018,266
23,1,0,0,2019,309
23,1,0,0,2020,278
23,1,0,0,2021,273
23,1,0,0,2022,299
23,1,0,0,2023,270
23,1,0,1,2005,31
23,1,0,1,2006,40
23,1,0,1,2007,37
23,1,0,1,2008,36
23,1,0,1,2009,38
23,1,0,1,2010,43
23,1,0,1,2011,48
23,1,0,1,2012,46
23,1,0,1,2013,52
23,1,0,1,2014,60
23,1,0,1,2015,43
23,1,0,1,2016,46
23,1,0,1,2017,47
23,1,0,1,2018,61
23,1,0,1,2019,52
23,1,0,1,2020,66
23,1,0,1,2021,63
23,1,0,1,2022,52
23,1,0,1,2023,59
23,1,1,0,2005,558
23,1,1,0,2006,498
23,1,1,0,2007,385
23,1,1,0,2008,380
23,1,1,0,2009,376
23,1,1,0,2010,384
23,1,1,0,2011,343
23,1,1,0,2012,380
23,1,1,0,2013,343
23,1,1,0,2014,355
23,1,1,0,2015,312
23,1,1,0,2016,306
23,1,1,0,2017,240
23,1,1,0,2018,276
23,1,1,0,2019,324
23,1,1,0,2020,326
23,1,1,0,2021,296
23,1,1,0,2022,298
23,1,1,0,2023,311
23,1,1,1,2005,39
23,1,1,1,2006,28
23,1,1,1,2007,32
23,1,1,1,2008,31
23,1,1,1,2009,37
23,1,1,1,2010,40
23,1,1,1,2011,44
23,1,1,1,2012,31
23,1,1,1,2013,43
23,1,1,1,2014,46
23,1,1,1,2015,39
23,1,1,1,2016,49
23,1,1,1,2017,44
23,1,1,1,2018,56
23,1,1,1,2019,67
23,1,1,1,2020,73
23,1,1,1,2021,67
23,1,1,1,2022,62
23,1,1,1,2023,88
23,1,2,0,2005,237
23,1,2,0,2006,205
23,1,2,0,2007,177
23,1,2,0,2008,178
23,1,2,0,2009,186
23,1,2,0,2010,211
23,1,2,0,2011,211
23,1,2,0,2012,253
23,1,2,0,2013,266
23,1,2,0,2014,288
23,1,2,0,2015,276
23,1,2,0,2016,295
23,1,2,0,2017,265
23,1,2,0,2018,278
23,1,2,0,2019,373
23,1,2,0,2020,325
23,1,2,0,2021,306
23,1,2,0,2022,321
23,1,2,0,2023,357
23,1,2,1,2005,12
23,1,2,1,2006,13
23,1,2,1,2007,7
23,1,2,1,2008,13
23,1,2,1,2009,10
23,1,2,1,2010,10
23,1,2,1,2011,14
23,1,2,1,2012,12
23,1,2,1,2013,20
23,1,2,1,2014,29
23,1,2,1,2015,20
23,1,2,1,2016,20
23,1,2,1,2017,27
23,1,2,1,2018,25
23,1,2,1,2019,29
23,1,2,1,2020,19
23,1,2,1,2021,16
23,1,2,1,2022,21
23,1,2,1,2023,32
23,0,0,0,2005,64
23,0,0,0,2006,48
23,0,0,0,2007,58
23,0,0,0,2008,67
23,0,0,0,2009,48
23,0,0,0,2010,56
23,0,0,0,2011,57
23,0,0,0,2012,51
23,0,0,0,2013,59
23,0,0,0,2014,64
23,0,0,0,2015,52
23,0,0,0,2016,52
23,0,0,0,2017,46
23,0,0,0,2018,46
23,0,0,0,2019,68
23,0,0,0,2020,60
23,0,0,0,2021,64
23,0,0,0,2022,76
23,0,0,0,2023,66
23,0,0,1,2005,10
23,0,0,1,2006,5
23,0,0,1,2007,7
23,0,0,1,2008,6
23,0,0,1,2009,9
23,0,0,1,2010,3
23,0,0,1,2011,2
23,0,0,1,2012,6
23,0,0,1,2013,7
23,0,0,1,2014,10
23,0,0,1,2015,6
23,0,0,1,2016,10
23,0,0,1,2017,8
23,0,0,1,2018,7
23,0,0,1,2019,11
23,0,0,1,2020,20
23,0,0,1,2021,16
23,0,0,1,2022,10
23,0,0,1,2023,9
23,0,1,0,2005,166
23,0,1,0,2006,174
23,0,1,0,2007,120
23,0,1,0,2008,154
23,0,1,0,2009,137
23,0,1,0,2010,161
23,0,1,0,2011,133
23,0,1,0,2012,146
23,0,1,0,2013,171
23,0,1,0,2014,162
23,0,1,0,2015,104
23,0,1,0,2016,128
23,0,1,0,2017,76
23,0,1,0,2018,97
23,0,1,0,2019,131
23,0,1,0,2020,114
23,0,1,0,2021,112
23,0,1,0,2022,108
23,0,1,0,2023,112
23,0,1,1,2005,8
23,0,1,1,2006,5
23,0,1,1,2007,9
23,0,1,1,2008,19
23,0,1,1,2009,5
23,0,1,1,2010,11
23,0,1,1,2011,9
23,0,1,1,2012,10
23,0,1,1,2013,18
23,0,1,1,2014,12
23,0,1,1,2015,6
23,0,1,1,2016,17
23,0,1,1,2017,16
23,0,1,1,2018,23
23,0,1,1,2019,16
23,0,1,1,2020,16
23,0,1,1,2021,22
23,0,1,1,2022,16
23,0,1,1,2023,24
23,0,2,0,2005,74
23,0,2,0,2006,61
23,0,2,0,2007,62
23,0,2,0,2008,73
23,0,2,0,2009,60
23,0,2,0,2010,76
23,0,2,0,2011,83
23,0,2,0,2012,93
23,0,2,0,2013,106
23,0,2,0,2014,128
23,0,2,0,2015,96
23,0,2,0,2016,108
23,0,2,0,2017,88
23,0,2,0,2018,111
23,0,2,0,2019,135
23,0,2,0,2020,131
23,0,2,0,2021,138
23,0,2,0,2022,140
23,0,2,0,2023,139
23,0,2,1,2005,5
23,0,2,1,2006,3
23,0,2,1,2007,3
23,0,2,1,2008,5
23,0,2,1,2009,4
23,0,2,1,2010,4
23,0,2,1,2011,9
23,0,2,1,2012,4
23,0,2,1,2013,5
23,0,2,1,2014,4
23,0,2,1,2015,8
23,0,2,1,2016,4
23,0,2,1,2017,3
23,0,2,1,2018,8
23,0,2,1,2019,10
23,0,2,1,2020,6
23,0,2,1,2021,8
23,0,2,1,2022,4
23,0,2,1,2023,11
24,1,0,0,2005,146
24,1,0,0,2006,146
24,1,0,0,2007,120
24,1,0,0,2008,134
24,1,0,0,2009,141
24,1,0,0,2010,149
24,1,0,0,2011,119
24,1,0,0,2012,128
24,1,0,0,2013,127
24,1,0,0,2014,131
24,1,0,0,2015,101
24,1,0,0,2016,116
24,1,0,0,2017,142
24,1,0,0,2018,98
24,1,0,0,2019,116
24,1,0,0,2020,112
24,1,0,0,2021,97
24,1,0,0,2022,114
24,1,0,0,2023,126
24,1,0,1,2005,61
24,1,0,1,2006,71
24,1,0,1,2007,69
24,1,0,1,2008,59
24,1,0,1,2009,71
24,1,0,1,2010,74
24,1,0,1,2011,75
24,1,0,1,2012,79
24,1,0,1,2013,55
24,1,0,1,2014,76
24,1,0,1,2015,56
24,1,0,1,2016,64
24,1,0,1,2017,65
24,1,0,1,2018,78
24,1,0,1,2019,80
24,1,0,1,2020,93
24,1,0,1,2021,79
24,1,0,1,2022,64
24,1,0,1,2023,76
24,1,1,0,2005,315
24,1,1,0,2006,278
24,1,1,0,2007,205
24,1,1,0,2008,206
24,1,1,0,2009,190
24,1,1,0,2010,271
24,1,1,0,2011,252
24,1,1,0,2012,204
24,1,1,0,2013,221
24,1,1,0,2014,248
24,1,1,0,2015,220
24,1,1,0,2016,167
24,1,1,0,2017,162
24,1,1,0,2018,119
24,1,1,0,2019,153
24,1,1,0,2020,131
24,1,1,0,2021,130
24,1,1,0,2022,130
24,1,1,0,2023,171
24,1,1,1,2005,64
24,1,1,1,2006,75
24,1,1,1,2007,60
24,1,1,1,2008,53
24,1,1,1,2009,68
24,1,1,1,2010,87
24,1,1,1,2011,78
24,1,1,1,2012,70
24,1,1,1,2013,75
24,1,1,1,2014,75
24,1,1,1,2015,88
24,1,1,1,2016,71
24,1,1,1,2017,78
24,1,1,1,2018,97
24,1,1,1,2019,113
24,1,1,1,2020,116
24,1,1,1,2021,145
24,1,1,1,2022,135
24,1,1,1,2023,133
24,1,2,0,2005,171
24,1,2,0,2006,132
24,1,2,0,2007,113
24,1,2,0,2008,122
24,1,2,0,2009,139
24,1,2,0,2010,186
24,1,2,0,2011,179
24,1,2,0,2012,185
24,1,2,0,2013,190
24,1,2,0,2014,209
24,1,2,0,2015,196
24,1,2,0,2016,170
24,1,2,0,2017,145
24,1,2,0,2018,148
24,1,2,0,2019,215
24,1,2,0,2020,159
24,1,2,0,2021,176
24,1,2,0,2022,171
24,1,2,0,2023,142
24,1,2,1,2005,19
24,1,2,1,2006,18
24,1,2,1,2007,18
24,1,2,1,2008,18
24,1,2,1,2009,17
24,1,2,1,2010,14
24,1,2,1,2011,27
24,1,2,1,2012,19
24,1,2,1,2013,22
24,1,2,1,2014,17
24,1,2,1,2015,36
24,1,2,1,2016,36
24,1,2,1,2017,27
24,1,2,1,2018,34
24,1,2,1,2019,25
24,1,2,1,2020,33
24,1,2,1,2021,39
24,1,2,1,2022,30
24,1,2,1,2023,35
24,0,0,0,2005,20
24,0,0,0,2006,17
24,0,0,0,2007,23
24,0,0,0,2008,30
24,0,0,0,2009,17
24,0,0,0,2010,30
24,0,0,0,2011,26
24,0,0,0,2012,29
24,0,0,0,2013,24
24,0,0,0,2014,20
24,0,0,0,2015,27
24,0,0,0,2016,20
24,0,0,0,2017,21
24,0,0,0,2018,22
24,0,0,0,2019,19
24,0,0,0,2020,16
24,0,0,0,2021,28
24,0,0,0,2022,23
24,0,0,0,2023,22
24,0,0,1,2005,10
24,0,0,1,2006,6
24,0,0,1,2007,11
24,0,0,1,2008,9
24,0,0,1,2009,8
24,0,0,1,2010,14
24,0,0,1,2011,12
24,0,0,1,2012,11
24,0,0,1,2013,15
24,0,0,1,2014,12
24,0,0,1,2015,14
24,0,0,1,2016,11
24,0,0,1,2017,14
24,0,0,1,2018,10
24,0,0,1,2019,24
24,0,0,1,2020,13
24,0,0,1,2021,20
24,0,0,1,2022,14
24,0,0,1,2023,13
24,0,1,0,2005,122
24,0,1,0,2006,102
24,0,1,0,2007,91
24,0,1,0,2008,69
24,0,1,0,2009,83
24,0,1,0,2010,132
24,0,1,0,2011,108
24,0,1,0,2012,118
24,0,1,0,2013,110
24,0,1,0,2014,92
24,0,1,0,2015,81
24,0,1,0,2016,88
24,0,1,0,2017,60
24,0,1,0,2018,56
24,0,1,0,2019,66
24,0,1,0,2020,68
24,0,1,0,2021,64
24,0,1,0,2022,65
24,0,1,0,2023,57
24,0,1,1,2005,15
24,0,1,1,2006,12
24,0,1,1,2007,11
24,0,1,1,2008,10
24,0,1,1,2009,24
24,0,1,1,2010,20
24,0,1,1,2011,17
24,0,1,1,2012,20
24,0,1,1,2013,24
24,0,1,1,2014,26
24,0,1,1,2015,28
24,0,1,1,2016,27
24,0,1,1,2017,17
24,0,1,1,2018,15
24,0,1,1,2019,34
24,0,1,1,2020,30
24,0,1,1,2021,31
24,0,1,1,2022,34
24,0,1,1,2023,42
24,0,2,0,2005,75
24,0,2,0,2006,53
24,0,2,0,2007,57
24,0,2,0,2008,46
24,0,2,0,2009,55
24,0,2,0,2010,82
24,0,2,0,2011,85
24,0,2,0,2012,93
24,0,2,0,2013,77
24,0,2,0,2014,90
24,0,2,0,2015,83
24,0,2,0,2016,92
24,0,2,0,2017,69
24,0,2,0,2018,69
24,0,2,0,2019,104
24,0,2,0,2020,81
24,0,2,0,2021,75
24,0,2,0,2022,70
24,0,2,0,2023,80
24,0,2,1,2005,4
24,0,2,1,2006,3
24,0,2,1,2007,4
24,0,2,1,2008,4
24,0,2,1,2009,8
24,0,2,1,2010,6
24,0,2,1,2011,7
24,0,2,1,2012,5
24,0,2,1,2013,11
24,0,2,1,2014,5
24,0,2,1,2015,4
24,0,2,1,2016,3
24,0,2,1,2017,6
24,0,2,1,2018,8
24,0,2,1,2019,13
24,0,2,1,2020,12
24,0,2,1,2021,14
24,0,2,1,2022,17
24,0,2,1,2023,8
29,1,0,0,2005,274
29,1,0,0,2006,262
29,1,0,0,2007,231
29,1,0,0,2008,221
29,1,0,0,2009,254
29,1,0,0,2010,231
29,1,0,0,2011,213
29,1,0,0,2012,255
29,1,0,0,2013,198
29,1,0,0,2014,274
29,1,0,0,2015,234
29,1,0,0,2016,229
29,1,0,0,2017,231
29,1,0,0,2018,204
29,1,0,0,2019,256
29,1,0,0,2020,259
29,1,0,0,2021,239
29,1,0,0,2022,213
29,1,0,0,2023,237
29,1,0,1,2005,16
29,1,0,1,2006,20
29,1,0,1,2007,16
29,1,0,1,2008,25
29,1,0,1,2009,23
29,1,0,1,2010,29
29,1,0,1,2011,19
29,1,0,1,2012,20
29,1,0,1,2013,19
29,1,0,1,2014,26
29,1,0,1,2015,19
29,1,0,1,2016,29
29,1,0,1,2017,38
29,1,0,1,2018,34
29,1,0,1,2019,47
29,1,0,1,2020,48
29,1,0,1,2021,36
29,1,0,1,2022,40
29,1,0,1,2023,38
29,1,1,0,2005,475
29,1,1,0,2006,443
29,1,1,0,2007,341
29,1,1,0,2008,388
29,1,1,0,2009,368
29,1,1,0,2010,409
29,1,1,0,2011,337
29,1,1,0,2012,394
29,1,1,0,2013,320
29,1,1,0,2014,440
29,1,1,0,2015,301
29,1,1,0,2016,293
29,1,1,0,2017,269
29,1,1,0,2018,257
29,1,1,0,2019,273
29,1,1,0,2020,299
29,1,1,0,2021,243
29,1,1,0,2022,283
29,1,1,0,2023,265
29,1,1,1,2005,28
29,1,1,1,2006,16
29,1,1,1,2007,24
29,1,1,1,2008,23
29,1,1,1,2009,21
29,1,1,1,2010,21
29,1,1,1,2011,31
29,1,1,1,2012,34
29,1,1,1,2013,22
29,1,1,1,2014,37
29,1,1,1,2015,32
29,1,1,1,2016,39
29,1,1,1,2017,43
29,1,1,1,2018,55
29,1,1,1,2019,46
29,1,1,1,2020,72
29,1,1,1,2021,69
29,1,1,1,2022,61
29,1,1,1,2023,76
29,1,2,0,2005,248
29,1,2,0,2006,256
29,1,2,0,2007,182
29,1,2,0,2008,222
29,1,2,0,2009,234
29,1,2,0,2010,284
29,1,2,0,2011,270
29,1,2,0,2012,314
29,1,2,0,2013,283
29,1,2,0,2014,475
29,1,2,0,2015,273
29,1,2,0,2016,345
29,1,2,0,2017,310
29,1,2,0,2018,275
29,1,2,0,2019,373
29,1,2,0,2020,367
29,1,2,0,2021,344
29,1,2,0,2022,345
29,1,2,0,2023,384
29,1,2,1,2005,11
29,1,2,1,2006,10
29,1,2,1,2007,7
29,1,2,1,2008,13
29,1,2,1,2009,11
29,1,2,1,2010,17
29,1,2,1,2011,14
29,1,2,1,2012,8
29,1,2,1,2013,14
29,1,2,1,2014,18
29,1,2,1,2015,13
29,1,2,1,2016,14
29,1,2,1,2017,17
29,1,2,1,2018,22
29,1,2,1,2019,19
29,1,2,1,2020,19
29,1,2,1,2021,21
29,1,2,1,2022,26
29,1,2,1,2023,30
29,0,0,0,2005,53
29,0,0,0,2006,43
29,0,0,0,2007,36
29,0,0,0,2008,49
29,0,0,0,2009,43
29,0,0,0,2010,47
29,0,0,0,2011,51
29,0,0,0,2012,63
29,0,0,0,2013,44
29,0,0,0,2014,88
29,0,0,0,2015,63
29,0,0,0,2016,50
29,0,0,0,2017,52
29,0,0,0,2018,53
29,0,0,0,2019,55
29,0,0,0,2020,64
29,0,0,0,2021,51
29,0,0,0,2022,62
29,0,0,0,2023,55
29,0,0,1,2005,7
29,0,0,1,2006,2
29,0,0,1,2007,3
29,0,0,1,2008,2
29,0,0,1,2009,3
29,0,0,1,2010,1
29,0,0,1,2011,1
29,0,0,1,2012,5
29,0,0,1,2013,5
29,0,0,1,2014,7
29,0,0,1,2015,3
29,0,0,1,2016,5
29,0,0,1,2017,7
29,0,0,1,2018,7
29,0,0,1,2019,6
29,0,0,1,2020,3
29,0,0,1,2021,6
29,0,0,1,2022,8
29,0,0,1,2023,8
29,0,1,0,2005,154
29,0,1,0,2006,158
29,0,1,0,2007,121
29,0,1,0,2008,135
29,0,1,0,2009,140
29,0,1,0,2010,161
29,0,1,0,2011,154
29,0,1,0,2012,164
29,0,1,0,2013,118
29,0,1,0,2014,247
29,0,1,0,2015,117
29,0,1,0,2016,116
29,0,1,0,2017,106
29,0,1,0,2018,93
29,0,1,0,2019,97
29,0,1,0,2020,123
29,0,1,0,2021,86
29,0,1,0,2022,110
29,0,1,0,2023,102
29,0,1,1,2005,5
29,0,1,1,2006,7
29,0,1,1,2007,9
29,0,1,1,2008,1
29,0,1,1,2009,5
29,0,1,1,2010,6
29,0,1,1,2011,8
29,0,1,1,2012,9
29,0,1,1,2013,7
29,0,1,1,2014,26
29,0,1,1,2015,10
29,0,1,1,2016,10
29,0,1,1,2017,16
29,0,1,1,2018,17
29,0,1,1,2019,15
29,0,1,1,2020,21
29,0,1,1,2021,23
29,0,1,1,2022,17
29,0,1,1,2023,16
29,0,2,0,2005,74
29,0,2,0,2006,85
29,0,2,0,2007,61
29,0,2,0,2008,67
29,0,2,0,2009,73
29,0,2,0,2010,116
29,0,2,0,2011,97
29,0,2,0,2012,126
29,0,2,0,2013,105
29,0,2,0,2014,254
29,0,2,0,2015,141
29,0,2,0,2016,158
29,0,2,0,2017,144
29,0,2,0,2018,132
29,0,2,0,2019,170
29,0,2,0,2020,150
29,0,2,0,2021,124
29,0,2,0,2022,151
29,0,2,0,2023,147
29,0,2,1,2005,1
29,0,2,1,2006,4
29,0,2,1,2007,5
29,0,2,1,2008,4
29,0,2,1,2009,2
29,0,2,1,2010,4
29,0,2,1,2011,15
29,0,2,1,2012,11
29,0,2,1,2013,6
29,0,2,1,2014,15
29,0,2,1,2015,5
29,0,2,1,2016,7
29,0,2,1,2017,7
29,0,2,1,2018,7
29,0,2,1,2019,8
29,0,2,1,2020,14
29,0,2,1,2021,12
29,0,2,1,2022,14
29,0,2,1,2023,13
32,1,0,0,2005,244
32,1,0,0,2006,241
32,1,0,0,2007,230
32,1,0,0,2008,193
32,1,0,0,2009,221
32,1,0,0,2010,202
32,1,0,0,2011,200
32,1,0,0,2012,221
32,1,0,0,2013,183
32,1,0,0,2014,212
32,1,0,0,2015,168
32,1,0,0,2016,180
32,1,0,0,2017,153
32,1,0,0,2018,178
32,1,0,0,2019,205
32,1,0,0,2020,181
32,1,0,0,2021,174
32,1,0,0,2022,168
32,1,0,0,2023,193
32,1,0,1,2005,45
32,1,0,1,2006,49
32,1,0,1,2007,44
32,1,0,1,2008,34
32,1,0,1,2009,40
32,1,0,1,2010,49
32,1,0,1,2011,42
32,1,0,1,2012,32
32,1,0,1,2013,35
32,1,0,1,2014,40
32,1,0,1,2015,39
32,1,0,1,2016,39
32,1,0,1,2017,42
32,1,0,1,2018,45
32,1,0,1,2019,43
32,1,0,1,2020,52
32,1,0,1,2021,42
32,1,0,1,2022,52
32,1,0,1,2023,48
32,1,1,0,2005,337
32,1,1,0,2006,321
32,1,1,0,2007,248
32,1,1,0,2008,309
32,1,1,0,2009,320
32,1,1,0,2010,327
32,1,1,0,2011,313
32,1,1,0,2012,297
32,1,1,0,2013,257
32,1,1,0,2014,269
32,1,1,0,2015,201
32,1,1,0,2016,222
32,1,1,0,2017,182
32,1,1,0,2018,204
32,1,1,0,2019,180
32,1,1,0,2020,214
32,1,1,0,2021,202
